2900003115009, YES
2900000476042, NO
2900000476042, NO
1590140304506, YES
1591014637324, YES
1591015420000, YES
2900000386440, YES
2900002932416, YES
1590151103907, YES
2900001234399, YES
1591016517778, YES
1590142201148, NO
1590142201148, NO
2900002944495, YES
1592015058781, YES
1590142203104, YES
1592015058781, YES
1591015454814, YES
1594140460286, YES
2900000284333, YES
2900000386440, YES
2900000386440, YES
2900000345300, YES
2900000345300, YES
18554652702, YES
2900002932416, YES
2900000452756, YES
2900000178106, YES
2900002930092, YES
2900002930092, YES
1590140306678, YES
1591016440328, NO
1596140594374, YES
2900000840164, YES
2900000245914, YES
2900001465960, YES
13325038116, YES
1590142213981, YES
1590142201162, YES
2900000864498, YES
2900000864498, YES
1592015059993, YES
1592015058781, YES
1592015016880, YES
1591015184407, YES
1591015184407, YES
1591015184407, YES
1591015184407, NO
15963883482, YES
2900002932416, YES
2900002932416, YES
2900000386495, YES
2900000448520, YES
1590140306678, YES
1590142213981, YES
1590142213981, YES
2900001270199, YES
1590142194327, YES
2900001215688, YES
2900002930092, YES
2900000941830, YES
2900001215688, YES
2900002933918, YES
1590142516068, NO
1590142213981, YES
2900001215688, YES
1590142203104, YES
1591013877134, YES
2900002969559, YES
1590142203104, YES
2900000337633, NO
2900002937503, YES
2900000124974, YES
2900000138056, NO
1591015184407, YES
1591015483951, YES
1592015013285, YES
2900001663823, YES
2900001068833, YES
1590142203104, YES
2900000394940, YES
2900001068833, YES
2900000840164, YES
1590142213189, YES
2900000390256, NO
2900001463379, YES
1591016517778, YES
1595140489499, YES
1595140489499, NO
1591016440328, NO
2900001465960, YES
2900001465960, YES
2900000210790, YES
2900000451452, YES
1590120464497, YES
1590120464497, YES
1595160353664, YES
2900002934892, YES
2900000256637, YES
1590142203104, YES
2900003120607, YES
2900001568630, YES
2900000337633, YES
2900001568630, YES
1590140304506, YES
1590142176521, YES
2900001216616, YES
2900000936997, YES
2900002932416, YES
2900001452366, NO
2900002933918, NO
1592015046818, YES
2900000353848, YES
2900000308312, YES
1591016170300, YES
1591040203906, NO
1590142129763, YES
2900000138056, YES
1592015058774, NO
2900000417663, YES
1591014255948, NO
1591014637324, NO
2900002937428, YES
2900000386495, YES
2900000476042, YES
2900000476042, NO
2900000476042, NO
1590142203401, YES
2900002542837, YES
2900001068499, YES
2900001068499, YES
1590142206747, YES
1590142206747, YES
1590142206747, YES
1591016440328, NO
6227002180921663895, YES
6222021615010082737, YES
1590142205993, YES
2900001068833, YES
2900000864498, YES
2900000138056, NO
2900000138056, NO
1598140107578, YES
1598140107578, YES
2900002932614, YES
2900002932614, YES
2900002932614, YES
1591015483951, YES
2900000194298, YES
2900001421652, YES
2900002934892, YES
1598140055923, NO
2900002933918, NO
2900002933918, YES
2900003114170, YES
2900003114170, YES
2900000566378, NO
1595151168727, NO
2900001578363, YES
2900001067881, YES
1591015184407, NO
2900002930092, YES
1591013877134, YES
2900003115009, YES
1590140306678, YES
2900001095952, NO
1595151866807, YES
1591015478124, YES
2900000849785, YES
2900002933918, YES
2900001220255, YES
2900001220255, YES
2900001220255, YES
2900001095952, NO
2900001095952, NO
2900001540971, NO
2900000138056, YES
1595160035249, YES
2900000216952, NO
2900001509459, YES
1590140307767, YES
2900001509459, YES
2900000330863, YES
2900000874930, NO
2900000048812, NO
2900001211321, YES
1595151644528, NO
1595151644528, NO
1591015600815, YES
1591015269418, YES
2900002934892, YES
1595151866807, YES
1590151457185, NO
1590151457185, NO
1596160058337, YES
2900000124974, YES
2900002933024, YES
2900000040663, YES
1590140307859, NO
1591015457273, YES
1591015457273, NO
1590142176521, YES
2900001465960, YES
2900001092012, YES
1590142519632, YES
1590142519632, YES
2900000855502, YES
2900000855502, YES
2900000284333, YES
1591015480745, YES
2900000490130, NO
2900001645768, YES
2900000604360, YES
