pluno,pp_p_purchased_counts,pp_p_purchased_sum,pp_p_purchased_day_ucounts,pp_first_p_purchased_counts,pp_second_p_purchased_counts,pp_fourth_p_purchased_counts,pp_fifth_p_purchased_counts,pp_trend_p_purchased_counts_df,pp_first_p_purchased_sum,pp_second_p_purchased_sum,pp_fourth_p_purchased_sum,pp_fifth_p_purchased_sum,pp_trend_p_purchased_sum_df,pp_first_p_purchased_day_ucounts,pp_second_p_purchased_day_ucounts,pp_fourth_p_purchased_day_ucounts,pp_fifth_p_purchased_day_ucounts,pp_trend_p_purchased_day_ucounts_df,pp_p_has_u_ucounts,pp_first_p_has_u_ucounts,pp_second_p_has_u_ucounts,pp_fourth_p_has_u_ucounts,pp_fifth_p_has_u_ucounts,pp_trend_p_has_u_ucounts_df,pp_monthly_p_purchased_counts_mean,pp_monthly_p_purchased_counts_std,pp_monthly_p_purchased_counts_max,pp_monthly_p_purchased_counts_median,pp_monthly_p_purchased_sum_mean,pp_monthly_p_purchased_sum_std,pp_monthly_p_purchased_sum_max,pp_monthly_p_purchased_sum_median,pp_monthly_p_purchased_day_ucounts_mean,pp_monthly_p_purchased_day_ucounts_std,pp_monthly_p_purchased_day_ucounts_max,pp_monthly_p_purchased_day_ucounts_median,pp_monthly_p_has_u_ucounts_mean,pp_monthly_p_has_u_ucounts_std,pp_monthly_p_has_u_ucounts_max,pp_monthly_p_has_u_ucounts_median,pp_plu_user_agg_counts_mean,pp_plu_user_agg_counts_std,pp_plu_user_agg_counts_max,pp_plu_user_agg_counts_median,pp_plu_user_agg_sum_mean,pp_plu_user_agg_sum_std,pp_plu_user_agg_sum_max,pp_plu_user_agg_sum_median,pp_plu_user_agg_day_ucounts_mean,pp_plu_user_agg_day_ucounts_std,pp_plu_user_agg_day_ucounts_max,pp_plu_user_agg_day_ucounts_median,pp_p_l_w_purchased_counts,pp_p_l_w_purchased_sum,pp_p_l_w_purchased_day_ucounts,pp_p_l_w_has_u_ucounts,pp_p_l_m_purchased_counts,pp_p_l_m_purchased_sum,pp_p_l_m_purchased_day_ucounts,pp_p_l_m_has_u_ucounts,pp_plu_repeat_buyer_counts,pp_plu_repeat_buyer_ratio,pp_p_purchased_counts_bias,pp_p_purchased_counts_bias_divide_std,pp_p_purchased_counts_bias_divide_mean,pp_p_purchased_sum_bias,pp_p_purchased_sum_bias_divide_std,pp_p_purchased_sum_bias_divide_mean,pp_p_purchased_day_ucounts_bias,pp_p_purchased_day_ucounts_bias_divide_std,pp_p_purchased_day_ucounts_bias_divide_mean,pp_p_has_u_ucounts_bias,pp_p_has_u_ucounts_bias_divide_std,pp_p_has_u_ucounts_bias_divide_mean
10000000,3,32.400000000000006,3,1.0,2.0,0.0,0.0,-0.5,10.8,21.6,0.0,0.0,-5.4,1.0,2.0,0.0,0.0,-0.5,3,1.0,2.0,0.0,0.0,-0.5,0.75,0.9574271077563381,2.0,0.5,8.100000000000001,10.340212763768452,21.6,5.4,0.75,0.9574271077563381,2.0,0.5,0.75,0.9574271077563381,2.0,0.5,1.0,0.0,1.0,1.0,10.800000000000002,2.175583928816829e-15,10.8,10.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-10.800000000000002,-1.0000000000000002,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10000003,1,5.9,1,0.0,1.0,0.0,0.0,-0.1,0.0,5.9,0.0,0.0,-0.5900000000000001,0.0,1.0,0.0,0.0,-0.1,1,0.0,1.0,0.0,0.0,-0.1,0.25,0.5,1.0,0.0,1.475,2.95,5.9,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,1.0,0.0,1.0,1.0,5.9,0.0,5.9,5.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-1.9666666666666668,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
10000004,5,29.0,5,1.0,0.0,1.0,3.0,0.7,5.8,0.0,5.8,17.4,4.06,1.0,0.0,1.0,3.0,0.7,4,1.0,0.0,1.0,3.0,0.7,1.25,1.2583057392117916,3.0,1.0,7.25,7.298173287428391,17.4,5.8,1.25,1.2583057392117916,3.0,1.0,1.25,1.2583057392117916,3.0,1.0,1.25,0.5,2.0,1.0,7.25,2.9,11.6,5.8,1.25,0.5,2.0,1.0,0.0,0.0,0.0,0.0,3.0,17.4,3.0,3.0,1.0,0.25,2.3333333333333335,4.04145188432738,3.5000000000000004,13.533333333333331,4.041451884327381,3.4999999999999996,2.3333333333333335,4.04145188432738,3.5000000000000004,2.3333333333333335,4.04145188432738,3.5000000000000004
10000005,3,6.0,3,1.0,0.0,0.0,2.0,0.3,2.0,0.0,0.0,4.0,0.6,1.0,0.0,0.0,2.0,0.3,3,1.0,0.0,0.0,2.0,0.3,0.75,0.9574271077563381,2.0,0.5,1.5,1.9148542155126762,4.0,1.0,0.75,0.9574271077563381,2.0,0.5,0.75,0.9574271077563381,2.0,0.5,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,1.6666666666666667,2.8867513459481287,5.000000000000001,3.3333333333333335,2.8867513459481287,5.000000000000001,1.6666666666666667,2.8867513459481287,5.000000000000001,1.6666666666666667,2.8867513459481287,5.000000000000001
10000006,18,48.600000000000016,13,3.0,1.0,10.0,4.0,1.2,8.100000000000001,2.7,26.999999999999996,10.8,3.2399999999999993,3.0,1.0,6.0,3.0,0.5,11,3.0,1.0,6.0,3.0,0.5,4.5,3.872983346207417,10.0,3.5,12.149999999999999,10.457055034760023,26.999999999999996,9.450000000000001,3.25,2.0615528128088303,6.0,3.0,3.25,2.0615528128088303,6.0,3.0,1.6363636363636365,1.2060453783110545,4.0,1.0,4.418181818181819,3.2563225214398472,10.8,2.7,1.3636363636363635,0.9244162777371755,4.0,1.0,0.0,0.0,0.0,0.0,4.0,10.8,3.0,3.0,2.0,0.18181818181818182,-0.666666666666667,-0.1410691231717197,-0.1428571428571429,-1.799999999999999,-0.1410691231717196,-0.14285714285714277,-0.3333333333333335,-0.1324532357065044,-0.10000000000000003,-0.3333333333333335,-0.1324532357065044,-0.10000000000000003
10000007,4,18.0,3,2.0,1.0,1.0,0.0,-0.6,9.0,4.5,4.5,0.0,-2.7,1.0,1.0,1.0,0.0,-0.3,2,1.0,1.0,1.0,0.0,-0.3,1.0,0.816496580927726,2.0,1.0,4.5,3.6742346141747673,9.0,4.5,0.75,0.5,1.0,1.0,0.75,0.5,1.0,1.0,2.0,0.0,2.0,2.0,9.0,0.0,9.0,9.0,1.5,0.7071067811865476,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,-1.3333333333333333,-2.309401076758503,-1.0,-6.0,-2.309401076758503,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0
10000009,6,37.8,5,2.0,2.0,0.0,2.0,-0.2,11.8,13.0,0.0,13.0,-0.9400000000000002,1.0,2.0,0.0,2.0,0.1,6,2.0,2.0,0.0,2.0,-0.2,1.5,1.0,2.0,2.0,9.45,6.325345840347388,13.0,12.4,1.25,0.9574271077563381,2.0,1.5,1.5,1.0,2.0,2.0,1.0,0.0,1.0,1.0,6.3,0.3098386676965932,6.5,6.5,1.0,0.0,1.0,1.0,1.0,6.5,1.0,1.0,2.0,13.0,2.0,2.0,0.0,0.0,0.6666666666666667,0.5773502691896257,0.5000000000000001,4.7333333333333325,0.6588493710682255,0.5725806451612901,1.0,1.0,1.0,0.6666666666666667,0.5773502691896257,0.5000000000000001
10000010,3,18.6,3,1.0,0.0,0.0,2.0,0.3,6.2,0.0,0.0,12.4,1.86,1.0,0.0,0.0,2.0,0.3,3,1.0,0.0,0.0,2.0,0.3,0.75,0.9574271077563381,2.0,0.5,4.65,5.936048068089296,12.4,3.1,0.75,0.9574271077563381,2.0,0.5,0.75,0.9574271077563381,2.0,0.5,1.0,0.0,1.0,1.0,6.2,0.0,6.2,6.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,12.4,2.0,2.0,0.0,0.0,1.6666666666666667,2.8867513459481287,5.000000000000001,10.333333333333334,2.886751345948129,5.0,1.6666666666666667,2.8867513459481287,5.000000000000001,1.6666666666666667,2.8867513459481287,5.000000000000001
10000011,14,37.800000000000004,12,4.0,1.0,5.0,4.0,0.4,10.8,2.7,13.5,10.8,1.08,4.0,1.0,4.0,3.0,0.0,11,4.0,1.0,4.0,3.0,0.0,3.5,1.7320508075688772,5.0,4.0,9.45,4.676537180435969,13.5,10.8,3.0,1.4142135623730951,4.0,3.5,3.0,1.4142135623730951,4.0,3.5,1.2727272727272727,0.46709936649691375,2.0,1.0,3.436363636363636,1.2611682895416674,5.4,2.7,1.0909090909090908,0.30151134457776363,2.0,1.0,1.0,2.7,1.0,1.0,4.0,10.8,3.0,3.0,1.0,0.09090909090909091,0.6666666666666665,0.32025630761017415,0.19999999999999996,1.8000000000000007,0.3202563076101744,0.20000000000000007,0.0,0.0,0.0,0.0,0.0,0.0
10000012,4,43.2,4,1.0,1.0,1.0,1.0,0.0,10.8,10.8,10.8,10.8,0.0,1.0,1.0,1.0,1.0,0.0,3,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,10.8,0.0,10.8,10.8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,2.0,1.0,14.4,6.235382907247958,21.6,10.8,1.3333333333333333,0.5773502691896257,2.0,1.0,0.0,0.0,0.0,0.0,1.0,10.8,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,-1.7763568394002505e-15,-0.8164965809277261,-1.6447748512965279e-16,0.0,0.0,0.0,0.0,0.0,0.0
10000015,10,26.999999999999996,7,2.0,2.0,6.0,0.0,-0.2,5.4,5.4,16.2,0.0,-0.5400000000000003,1.0,1.0,5.0,0.0,0.1,5,1.0,2.0,4.0,0.0,-0.1,2.5,2.516611478423583,6.0,2.0,6.75,6.794850991743674,16.2,5.4,1.75,2.217355782608345,5.0,1.0,1.75,1.707825127659933,4.0,1.5,2.0,2.23606797749979,6.0,1.0,5.3999999999999995,6.037383539249432,16.2,2.7,1.6,1.3416407864998738,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,-3.3333333333333335,-1.4433756729740643,-1.0,-9.0,-1.4433756729740645,-1.0,-2.3333333333333335,-1.010362971081845,-1.0,-2.3333333333333335,-1.527525231651947,-1.0
10000016,2,7.6,2,0.0,2.0,0.0,0.0,-0.2,0.0,7.6,0.0,0.0,-0.76,0.0,2.0,0.0,0.0,-0.2,2,0.0,2.0,0.0,0.0,-0.2,0.5,1.0,2.0,0.0,1.9,3.8,7.6,0.0,0.5,1.0,2.0,0.0,0.5,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.8,0.0,3.8,3.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-0.5773502691896256,-1.0,-2.533333333333333,-0.5773502691896257,-1.0,-0.6666666666666666,-0.5773502691896256,-1.0,-0.6666666666666666,-0.5773502691896256,-1.0
10000017,1,8.8,1,0.0,1.0,0.0,0.0,-0.1,0.0,8.8,0.0,0.0,-0.8800000000000001,0.0,1.0,0.0,0.0,-0.1,1,0.0,1.0,0.0,0.0,-0.1,0.25,0.5,1.0,0.0,2.2,4.4,8.8,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,1.0,0.0,1.0,1.0,8.8,0.0,8.8,8.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-2.9333333333333336,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
10000025,1,3.0,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,3.0,0.0,0.3,0.0,0.0,1.0,0.0,0.1,1,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,0.75,1.5,3.0,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-1.0,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
10001002,1,4.5,1,1.0,0.0,0.0,0.0,-0.3,4.5,0.0,0.0,0.0,-1.35,1.0,0.0,0.0,0.0,-0.3,1,1.0,0.0,0.0,0.0,-0.3,0.25,0.5,1.0,0.0,1.125,2.25,4.5,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,1.0,0.0,1.0,1.0,4.5,0.0,4.5,4.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-1.5,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
10001003,5,49.5,4,5.0,0.0,0.0,0.0,-1.5,49.5,0.0,0.0,0.0,-14.85,4.0,0.0,0.0,0.0,-1.2,5,5.0,0.0,0.0,0.0,-1.5,1.25,2.5,5.0,0.0,12.375,24.75,49.5,0.0,1.0,2.0,4.0,0.0,1.25,2.5,5.0,0.0,1.0,0.0,1.0,1.0,9.9,0.0,9.9,9.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6666666666666667,-0.5773502691896258,-1.0,-16.5,-0.5773502691896257,-1.0,-1.3333333333333333,-0.5773502691896256,-1.0,-1.6666666666666667,-0.5773502691896258,-1.0
10001006,5,31.0,5,3.0,1.0,1.0,0.0,-0.9,18.6,6.2,6.2,0.0,-5.58,3.0,1.0,1.0,0.0,-0.9,2,2.0,1.0,1.0,0.0,-0.6,1.25,1.2583057392117916,3.0,1.0,7.75,7.801495583113109,18.6,6.2,1.25,1.2583057392117916,3.0,1.0,1.0,0.816496580927726,2.0,1.0,2.5,2.1213203435596424,4.0,2.5,15.5,13.152186130069785,24.8,15.5,2.5,2.1213203435596424,4.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,-1.6666666666666667,-1.4433756729740643,-1.0,-10.333333333333334,-1.4433756729740645,-1.0,-1.6666666666666667,-1.4433756729740643,-1.0,-1.3333333333333333,-2.309401076758503,-1.0
10001007,7,18.9,6,0.0,1.0,1.0,5.0,1.5,0.0,2.7,2.7,13.5,4.05,0.0,1.0,1.0,4.0,1.2,4,0.0,1.0,1.0,2.0,0.6,1.75,2.217355782608345,5.0,1.0,4.725,5.9868606130425315,13.5,2.7,1.5,1.7320508075688772,4.0,1.0,1.0,0.816496580927726,2.0,1.0,1.75,0.9574271077563381,3.0,1.5,4.7250000000000005,2.5850531909421135,8.100000000000001,4.050000000000001,1.5,1.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,13.5,4.0,2.0,1.0,0.25,4.333333333333333,7.505553499465133,6.5,11.7,7.505553499465134,6.499999999999999,3.3333333333333335,5.773502691896257,5.000000000000001,1.3333333333333335,2.309401076758503,2.0000000000000004
10002000,3,13.5,3,0.0,0.0,1.0,2.0,0.7,0.0,0.0,4.5,9.0,3.15,0.0,0.0,1.0,2.0,0.7,3,0.0,0.0,1.0,2.0,0.7,0.75,0.9574271077563381,2.0,0.5,3.375,4.3084219849035215,9.0,2.25,0.75,0.9574271077563381,2.0,0.5,0.75,0.9574271077563381,2.0,0.5,1.0,0.0,1.0,1.0,4.5,0.0,4.5,4.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,2.0,2.0,0.0,0.0,1.6666666666666667,2.8867513459481287,5.000000000000001,7.5,2.8867513459481287,5.0,1.6666666666666667,2.8867513459481287,5.000000000000001,1.6666666666666667,2.8867513459481287,5.000000000000001
10002003,2,4.4,2,1.0,0.0,0.0,1.0,0.0,2.2,0.0,0.0,2.2,0.0,1.0,0.0,0.0,1.0,0.0,2,1.0,0.0,0.0,1.0,0.0,0.5,0.5773502691896257,1.0,0.5,1.1,1.2701705922171767,2.2,1.1,0.5,0.5773502691896257,1.0,0.5,0.5,0.5773502691896257,1.0,0.5,1.0,0.0,1.0,1.0,2.2,0.0,2.2,2.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.2,1.0,1.0,0.0,0.0,0.6666666666666667,1.1547005383792515,2.0000000000000004,1.4666666666666668,1.1547005383792515,2.0,0.6666666666666667,1.1547005383792515,2.0000000000000004,0.6666666666666667,1.1547005383792515,2.0000000000000004
10002004,3,23.4,3,0.0,1.0,2.0,0.0,0.1,0.0,7.8,15.6,0.0,0.78,0.0,1.0,2.0,0.0,0.1,3,0.0,1.0,2.0,0.0,0.1,0.75,0.9574271077563381,2.0,0.5,5.85,7.467931440499437,15.6,3.9,0.75,0.9574271077563381,2.0,0.5,0.75,0.9574271077563381,2.0,0.5,1.0,0.0,1.0,1.0,7.8,0.0,7.8,7.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-7.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10002005,1,7.8,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,7.8,0.0,0.7799999999999999,0.0,0.0,1.0,0.0,0.1,1,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,1.95,3.9,7.8,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,1.0,0.0,1.0,1.0,7.8,0.0,7.8,7.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-2.6,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
10002006,2,21.6,2,1.0,0.0,0.0,1.0,0.0,10.8,0.0,0.0,10.8,0.0,1.0,0.0,0.0,1.0,0.0,2,1.0,0.0,0.0,1.0,0.0,0.5,0.5773502691896257,1.0,0.5,5.4,6.235382907247958,10.8,5.4,0.5,0.5773502691896257,1.0,0.5,0.5,0.5773502691896257,1.0,0.5,1.0,0.0,1.0,1.0,10.8,0.0,10.8,10.8,1.0,0.0,1.0,1.0,1.0,10.8,1.0,1.0,1.0,10.8,1.0,1.0,0.0,0.0,0.6666666666666667,1.1547005383792515,2.0000000000000004,7.200000000000001,1.1547005383792515,2.0000000000000004,0.6666666666666667,1.1547005383792515,2.0000000000000004,0.6666666666666667,1.1547005383792515,2.0000000000000004
10002009,2,15.6,2,0.0,1.0,1.0,0.0,0.0,0.0,7.8,7.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,0.0,1.0,1.0,0.0,0.0,0.5,0.5773502691896257,1.0,0.5,3.9,4.50333209967908,7.8,3.9,0.5,0.5773502691896257,1.0,0.5,0.5,0.5773502691896257,1.0,0.5,1.0,0.0,1.0,1.0,7.8,0.0,7.8,7.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-1.1547005383792512,-1.0,-5.2,-1.1547005383792517,-1.0,-0.6666666666666666,-1.1547005383792512,-1.0,-0.6666666666666666,-1.1547005383792512,-1.0
10002012,3,15.0,1,0.0,0.0,0.0,3.0,0.9,0.0,0.0,0.0,15.0,4.5,0.0,0.0,0.0,1.0,0.3,1,0.0,0.0,0.0,1.0,0.3,0.75,1.5,3.0,0.0,3.75,7.5,15.0,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,3.0,0.0,3.0,3.0,15.0,0.0,15.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,15.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
10002015,2,8.0,2,0.0,1.0,0.0,1.0,0.2,0.0,4.0,0.0,4.0,0.8,0.0,1.0,0.0,1.0,0.2,2,0.0,1.0,0.0,1.0,0.2,0.5,0.5773502691896257,1.0,0.5,2.0,2.309401076758503,4.0,2.0,0.5,0.5773502691896257,1.0,0.5,0.5,0.5773502691896257,1.0,0.5,1.0,0.0,1.0,1.0,4.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.6666666666666667,1.1547005383792515,2.0000000000000004,2.666666666666667,1.1547005383792515,2.0000000000000004,0.6666666666666667,1.1547005383792515,2.0000000000000004,0.6666666666666667,1.1547005383792515,2.0000000000000004
10002017,2,11.6,2,0.0,1.0,0.0,1.0,0.2,0.0,5.8,0.0,5.8,1.1599999999999997,0.0,1.0,0.0,1.0,0.2,2,0.0,1.0,0.0,1.0,0.2,0.5,0.5773502691896257,1.0,0.5,2.9,3.3486315612998294,5.8,2.9,0.5,0.5773502691896257,1.0,0.5,0.5,0.5773502691896257,1.0,0.5,1.0,0.0,1.0,1.0,5.8,0.0,5.8,5.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.8,1.0,1.0,0.0,0.0,0.6666666666666667,1.1547005383792515,2.0000000000000004,3.8666666666666663,1.1547005383792515,1.9999999999999998,0.6666666666666667,1.1547005383792515,2.0000000000000004,0.6666666666666667,1.1547005383792515,2.0000000000000004
10002019,3,8.100000000000001,3,0.0,0.0,0.0,3.0,0.9,0.0,0.0,0.0,8.100000000000001,2.4300000000000006,0.0,0.0,0.0,3.0,0.9,3,0.0,0.0,0.0,3.0,0.9,0.75,1.5,3.0,0.0,2.0250000000000004,4.050000000000001,8.100000000000001,0.0,0.75,1.5,3.0,0.0,0.75,1.5,3.0,0.0,1.0,0.0,1.0,1.0,2.7000000000000006,5.438959822042073e-16,2.7,2.7,1.0,0.0,1.0,1.0,1.0,2.7,1.0,1.0,3.0,8.100000000000001,3.0,3.0,0.0,0.0,3.0,0.0,0.0,8.100000000000001,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
10002020,3,8.100000000000001,3,0.0,0.0,3.0,0.0,0.3,0.0,0.0,8.100000000000001,0.0,0.8100000000000002,0.0,0.0,3.0,0.0,0.3,3,0.0,0.0,3.0,0.0,0.3,0.75,1.5,3.0,0.0,2.0250000000000004,4.050000000000001,8.100000000000001,0.0,0.75,1.5,3.0,0.0,0.75,1.5,3.0,0.0,1.0,0.0,1.0,1.0,2.7000000000000006,5.438959822042073e-16,2.7,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.5773502691896258,-1.0,-2.7000000000000006,-0.5773502691896258,-1.0,-1.0,-0.5773502691896258,-1.0,-1.0,-0.5773502691896258,-1.0
10002022,1,2.7,1,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,2.7,0.8100000000000002,0.0,0.0,0.0,1.0,0.3,1,0.0,0.0,0.0,1.0,0.3,0.25,0.5,1.0,0.0,0.675,1.3500000000000003,2.7,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,1.0,0.0,1.0,1.0,2.7,0.0,2.7,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.7,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
10002025,2,5.4,2,1.0,0.0,0.0,1.0,0.0,2.7,0.0,0.0,2.7,0.0,1.0,0.0,0.0,1.0,0.0,2,1.0,0.0,0.0,1.0,0.0,0.5,0.5773502691896257,1.0,0.5,1.35,1.5588457268119895,2.7,1.35,0.5,0.5773502691896257,1.0,0.5,0.5,0.5773502691896257,1.0,0.5,1.0,0.0,1.0,1.0,2.7,0.0,2.7,2.7,1.0,0.0,1.0,1.0,1.0,2.7,1.0,1.0,1.0,2.7,1.0,1.0,0.0,0.0,0.6666666666666667,1.1547005383792515,2.0000000000000004,1.8000000000000003,1.1547005383792515,2.0000000000000004,0.6666666666666667,1.1547005383792515,2.0000000000000004,0.6666666666666667,1.1547005383792515,2.0000000000000004
10002026,1,15.0,1,0.0,1.0,0.0,0.0,-0.1,0.0,15.0,0.0,0.0,-1.5,0.0,1.0,0.0,0.0,-0.1,1,0.0,1.0,0.0,0.0,-0.1,0.25,0.5,1.0,0.0,3.75,7.5,15.0,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,1.0,0.0,1.0,1.0,15.0,0.0,15.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-5.0,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
10002027,2,30.0,2,0.0,1.0,1.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,0.0,1.0,1.0,0.0,0.0,0.5,0.5773502691896257,1.0,0.5,7.5,8.660254037844387,15.0,7.5,0.5,0.5773502691896257,1.0,0.5,0.5,0.5773502691896257,1.0,0.5,1.0,0.0,1.0,1.0,15.0,0.0,15.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-1.1547005383792512,-1.0,-10.0,-1.1547005383792515,-1.0,-0.6666666666666666,-1.1547005383792512,-1.0,-0.6666666666666666,-1.1547005383792512,-1.0
10002029,1,3.0,1,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,3.0,0.9,0.0,0.0,0.0,1.0,0.3,1,0.0,0.0,0.0,1.0,0.3,0.25,0.5,1.0,0.0,0.75,1.5,3.0,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
10002030,2,7.6,2,1.0,1.0,0.0,0.0,-0.4,3.8,3.8,0.0,0.0,-1.52,1.0,1.0,0.0,0.0,-0.4,1,1.0,1.0,0.0,0.0,-0.4,0.5,0.5773502691896257,1.0,0.5,1.9,2.193931022920578,3.8,1.9,0.5,0.5773502691896257,1.0,0.5,0.5,0.5773502691896257,1.0,0.5,2.0,0.0,2.0,2.0,7.6,0.0,7.6,7.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.6666666666666666,-1.1547005383792512,-1.0,-2.533333333333333,-1.1547005383792517,-1.0,-0.6666666666666666,-1.1547005383792512,-1.0,-0.6666666666666666,-1.1547005383792512,-1.0
