dptno,dp_d_purchased_counts,dp_d_purchased_sum,dp_d_purchased_day_ucounts,dp_first_d_purchased_counts,dp_second_d_purchased_counts,dp_fourth_d_purchased_counts,dp_fifth_d_purchased_counts,dp_trend_d_purchased_counts_df,dp_first_d_purchased_sum,dp_second_d_purchased_sum,dp_fourth_d_purchased_sum,dp_fifth_d_purchased_sum,dp_trend_d_purchased_sum_df,dp_first_d_purchased_day_ucounts,dp_second_d_purchased_day_ucounts,dp_fourth_d_purchased_day_ucounts,dp_fifth_d_purchased_day_ucounts,dp_trend_d_purchased_day_ucounts_df,dp_d_has_p_ucounts,dp_first_d_has_p_ucounts,dp_second_d_has_p_ucounts,dp_fourth_d_has_p_ucounts,dp_fifth_d_has_p_ucounts,dp_trend_d_has_p_ucounts_df,dp_d_has_u_ucounts,dp_first_d_has_u_ucounts,dp_second_d_has_u_ucounts,dp_fourth_d_has_u_ucounts,dp_fifth_d_has_u_ucounts,dp_trend_d_has_u_ucounts_df,dpt_monthly_d_purchased_counts_mean,dpt_monthly_d_purchased_counts_std,dpt_monthly_d_purchased_counts_max,dpt_monthly_d_purchased_counts_median,dpt_monthly_d_purchased_sum_mean,dpt_monthly_d_purchased_sum_std,dpt_monthly_d_purchased_sum_max,dpt_monthly_d_purchased_sum_median,dpt_monthly_d_purchased_day_ucounts_mean,dpt_monthly_d_purchased_day_ucounts_std,dpt_monthly_d_purchased_day_ucounts_max,dpt_monthly_d_purchased_day_ucounts_median,dp_monthly_d_has_p_ucounts_mean,dp_monthly_d_has_p_ucounts_std,dp_monthly_d_has_p_ucounts_max,dp_monthly_d_has_p_ucounts_median,dp_monthly_d_has_u_ucounts_mean,dp_monthly_d_has_u_ucounts_std,dp_monthly_d_has_u_ucounts_max,dp_monthly_d_has_u_ucounts_median,dp_dpt_user_agg_counts_mean,dp_dpt_user_agg_counts_std,dp_dpt_user_agg_counts_max,dp_dpt_user_agg_counts_median,dp_dpt_user_agg_sum_mean,dp_dpt_user_agg_sum_std,dp_dpt_user_agg_sum_max,dp_dpt_user_agg_sum_median,dp_dpt_user_agg_day_ucounts_mean,dp_dpt_user_agg_day_ucounts_std,dp_dpt_user_agg_day_ucounts_max,dp_dpt_user_agg_day_ucounts_median,dp_d_l_w_purchased_counts,dp_d_l_w_purchased_sum,dp_d_l_w_purchased_day_ucounts,dp_d_l_w_has_p_ucounts,dp_d_l_w_has_u_ucounts,dp_d_l_m_purchased_counts,dp_d_l_m_purchased_sum,dp_d_l_m_purchased_day_ucounts,dp_d_l_m_has_p_ucounts,dp_d_l_m_has_u_ucounts,dp_dpt_repeat_buyer_counts,dp_dpt_repeat_buyer_ratio,dp_d_purchased_counts_bias,dp_d_purchased_counts_bias_divide_std,dp_d_purchased_counts_bias_divide_mean,dp_d_purchased_sum__bias,dp_d_purchased_sum__bias_divide_std,dp_d_purchased_sum__bias_divide_mean,dp_d_purchased_day_ucounts_bias,dp_d_purchased_day_ucounts_bias_divide_std,dp_d_purchased_day_ucounts_bias_divide_mean,dp_d_has_u_ucounts_bias,dp_d_has_u_ucounts_bias_divide_std,dp_d_has_u_ucounts_bias_divide_mean
10000,75,323.69999999999976,48,18.0,14.0,25.0,18.0,1.1,80.70000000000002,83.00000000000001,80.80000000000003,79.2,-0.6700000000000031,10.0,9.0,14.0,15.0,2.0,14,10.0,10.0,7.0,7.0,-1.2,43,13.0,11.0,16.0,16.0,1.4,18.75,4.573474244670748,25.0,18.0,80.92500000000001,1.5649813630413234,83.00000000000001,80.75000000000003,12.0,2.943920288775949,15.0,12.0,8.5,1.7320508075688772,10.0,8.5,14.0,2.449489742783178,16.0,14.5,1.744186046511628,1.0931175002370395,6.0,1.0,7.527906976744186,5.549145175756068,32.400000000000006,6.2,1.3953488372093024,0.7910070399939841,4.0,1.0,2.0,9.2,2.0,2.0,2.0,18.0,79.2,15.0,7.0,16.0,11.0,0.2558139534883721,-1.0,-0.1796053020267749,-0.05263157894736842,-2.3000000000000114,-1.7692307692307834,-0.028220858895705657,4.0,1.5118578920369088,0.36363636363636365,2.666666666666666,1.0596258856520346,0.19999999999999996
10001,18,103.90000000000003,16,9.0,2.0,2.0,5.0,-1.2,72.60000000000001,8.9,8.9,13.5,-17.73,8.0,2.0,2.0,4.0,-1.2,4,3.0,2.0,2.0,1.0,-0.6,12,8.0,2.0,2.0,2.0,-1.8,4.5,3.3166247903554,9.0,3.5,25.975000000000005,31.158880489089036,72.60000000000001,11.2,4.0,2.8284271247461903,8.0,3.0,2.0,0.816496580927726,3.0,2.0,3.5,3.0,8.0,2.0,1.5,1.0,4.0,1.0,8.658333333333333,5.82728040939313,24.8,9.0,1.4166666666666667,0.9962049198956218,4.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,13.5,4.0,1.0,2.0,2.0,0.16666666666666666,0.666666666666667,0.16495721976846456,0.15384615384615394,-16.63333333333334,-0.4522728168377132,-0.5519911504424779,0.0,0.0,0.0,-2.0,-0.5773502691896258,-0.5
10002,46,278.4,32,5.0,9.0,15.0,17.0,4.2,22.5,65.69999999999999,107.2,83.0,22.300000000000004,4.0,6.0,11.0,11.0,2.6,25,5.0,9.0,10.0,12.0,2.2,29,4.0,7.0,11.0,12.0,2.8,11.5,5.507570547286102,17.0,12.0,69.6,35.71619613938005,107.2,74.35,8.0,3.559026084010437,11.0,8.5,9.0,2.943920288775949,12.0,9.5,8.5,3.696845502136472,12.0,9.0,1.5862068965517242,1.3500592944467913,8.0,1.0,9.6,13.433247666039023,70.4,5.4,1.2758620689655173,0.5913997756013109,3.0,1.0,3.0,16.2,3.0,3.0,3.0,17.0,83.0,11.0,12.0,12.0,6.0,0.20689655172413793,7.333333333333334,1.4569855927715483,0.7586206896551725,17.866666666666674,0.42185282700788723,0.27430910951893567,4.0,1.1094003924504583,0.5714285714285714,4.666666666666667,1.3288211940534989,0.6363636363636365
10008,21,117.59999999999998,15,9.0,0.0,6.0,6.0,-0.3,49.99999999999999,0.0,38.0,29.6,-2.3199999999999976,4.0,0.0,6.0,5.0,0.9,9,5.0,0.0,4.0,4.0,0.1,11,3.0,0.0,5.0,4.0,0.8,5.25,3.774917217635375,9.0,6.0,29.4,21.312906887611554,49.99999999999999,33.8,3.75,2.6299556396765835,6.0,4.5,3.25,2.217355782608345,5.0,4.0,3.0,2.160246899469287,5.0,3.5,1.9090909090909092,1.4459976109624424,6.0,2.0,10.69090909090909,7.246717125078714,29.6,8.0,1.3636363636363635,0.504524979109513,2.0,1.0,1.0,4.0,1.0,1.0,1.0,6.0,29.6,5.0,4.0,4.0,4.0,0.36363636363636365,1.0,0.2182178902359924,0.2,0.26666666666666927,0.01021618888477604,0.00909090909090918,1.6666666666666665,0.5455447255899809,0.49999999999999994,1.3333333333333335,0.5298129428260175,0.5000000000000001
10100,7,49.1,4,1.0,0.0,0.0,6.0,1.5,16.8,0.0,0.0,32.3,4.649999999999999,1.0,0.0,0.0,3.0,0.6,3,1.0,0.0,0.0,2.0,0.3,5,1.0,0.0,0.0,4.0,0.9,1.75,2.8722813232690143,6.0,0.5,12.274999999999999,15.5223226354821,32.3,8.4,1.0,1.4142135623730951,3.0,0.5,0.75,0.9574271077563381,2.0,0.5,1.25,1.8929694486000912,4.0,0.5,1.4,0.5477225575051661,2.0,1.0,9.82,5.687002725513678,16.8,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,32.3,3.0,2.0,4.0,0.0,0.0,5.666666666666667,9.814954576223638,17.000000000000004,26.699999999999996,2.752723604886251,4.7678571428571415,2.6666666666666665,4.618802153517005,8.0,3.6666666666666665,6.350852961085883,11.0
10101,1,11.9,1,1.0,0.0,0.0,0.0,-0.3,11.9,0.0,0.0,0.0,-3.5700000000000003,1.0,0.0,0.0,0.0,-0.3,1,1.0,0.0,0.0,0.0,-0.3,1,1.0,0.0,0.0,0.0,-0.3,0.25,0.5,1.0,0.0,2.975,5.950000000000001,11.9,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,1.0,0.0,1.0,1.0,11.9,0.0,11.9,11.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-3.966666666666667,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
10102,3,44.400000000000006,3,3.0,0.0,0.0,0.0,-0.9,44.400000000000006,0.0,0.0,0.0,-13.320000000000002,3.0,0.0,0.0,0.0,-0.9,1,1.0,0.0,0.0,0.0,-0.3,3,3.0,0.0,0.0,0.0,-0.9,0.75,1.5,3.0,0.0,11.100000000000001,22.200000000000003,44.400000000000006,0.0,0.75,1.5,3.0,0.0,0.25,0.5,1.0,0.0,0.75,1.5,3.0,0.0,1.0,0.0,1.0,1.0,14.800000000000002,2.175583928816829e-15,14.8,14.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.5773502691896258,-1.0,-14.800000000000002,-0.5773502691896258,-1.0,-1.0,-0.5773502691896258,-1.0,-1.0,-0.5773502691896258,-1.0
10103,3,32.5,3,2.0,0.0,0.0,1.0,-0.3,29.0,0.0,0.0,3.5,-7.65,2.0,0.0,0.0,1.0,-0.3,2,1.0,0.0,0.0,1.0,0.0,3,2.0,0.0,0.0,1.0,-0.3,0.75,0.9574271077563381,2.0,0.5,8.125,14.01412977438604,29.0,1.75,0.75,0.9574271077563381,2.0,0.5,0.5,0.5773502691896257,1.0,0.5,0.75,0.9574271077563381,2.0,0.5,1.0,0.0,1.0,1.0,10.833333333333334,6.3508529610858835,14.5,14.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,1.0,1.0,1.0,0.0,0.0,0.33333333333333337,0.28867513459481287,0.5000000000000001,-6.166666666666666,-0.36830965448303704,-0.6379310344827586,0.33333333333333337,0.28867513459481287,0.5000000000000001,0.33333333333333337,0.28867513459481287,0.5000000000000001
10109,12,196.60000000000005,10,7.0,0.0,4.0,1.0,-1.4,112.6,0.0,67.2,16.8,-22.02,6.0,0.0,3.0,1.0,-1.2,7,4.0,0.0,3.0,1.0,-0.6,9,6.0,0.0,3.0,1.0,-1.2,3.0,3.1622776601683795,7.0,2.5,49.150000000000006,51.03577176843709,112.6,42.0,2.5,2.6457513110645907,6.0,2.0,2.0,1.8257418583505538,4.0,2.0,2.5,2.6457513110645907,6.0,2.0,1.3333333333333333,0.5,2.0,1.0,21.844444444444445,7.967921797920571,33.6,16.8,1.2222222222222223,0.4409585518440984,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.8,1.0,1.0,1.0,2.0,0.2222222222222222,-2.6666666666666665,-0.7593263966019991,-0.7272727272727273,-43.13333333333334,-0.7613920092842218,-0.7196885428253615,-2.0,-0.6666666666666666,-0.6666666666666666,-2.0,-0.6666666666666666,-0.6666666666666666
10110,27,134.89000000000004,19,12.0,4.0,3.0,8.0,-1.3,74.5,18.6,13.9,27.89,-14.452999999999998,7.0,3.0,3.0,6.0,-0.3,7,5.0,4.0,3.0,3.0,-0.7,18,9.0,4.0,3.0,5.0,-1.3,6.75,4.112987559751022,12.0,6.0,33.7225,27.799544810422105,74.5,23.245,4.75,2.0615528128088303,7.0,4.5,3.75,0.9574271077563381,5.0,3.5,5.25,2.6299556396765835,9.0,4.5,1.5,0.7859052479933758,3.0,1.0,7.493888888888888,3.292589074035434,13.0,6.5,1.2222222222222223,0.42779263194649864,2.0,1.0,2.0,8.89,2.0,2.0,2.0,8.0,27.89,6.0,3.0,5.0,4.0,0.2222222222222222,1.666666666666667,0.33786868919974306,0.26315789473684215,-7.776666666666664,-0.23067497629144323,-0.21803738317757002,1.666666666666667,0.7216878364870324,0.3846153846153847,-0.33333333333333304,-0.10369516947304244,-0.062499999999999944
10111,6,35.2,5,1.0,0.0,1.0,4.0,1.0,6.8,0.0,6.8,21.6,5.120000000000001,1.0,0.0,1.0,3.0,0.7,2,1.0,0.0,1.0,2.0,0.4,5,1.0,0.0,1.0,3.0,0.7,1.5,1.7320508075688772,4.0,1.0,8.8,9.11555447207318,21.6,6.8,1.25,1.2583057392117916,3.0,1.0,1.0,0.816496580927726,2.0,1.0,1.25,1.2583057392117916,3.0,1.0,1.2,0.4472135954999579,2.0,1.0,7.040000000000001,3.92530253611107,13.6,6.8,1.0,0.0,1.0,1.0,2.0,13.6,1.0,1.0,1.0,4.0,21.6,3.0,2.0,3.0,0.0,0.0,3.3333333333333335,5.773502691896257,5.000000000000001,17.06666666666667,4.347107909192477,3.764705882352942,2.3333333333333335,4.04145188432738,3.5000000000000004,2.3333333333333335,4.04145188432738,3.5000000000000004
10112,8,63.099999999999994,8,6.0,0.0,0.0,2.0,-1.2,41.4,0.0,0.0,21.7,-5.909999999999999,6.0,0.0,0.0,2.0,-1.2,5,5.0,0.0,0.0,2.0,-0.9,8,6.0,0.0,0.0,2.0,-1.2,2.0,2.8284271247461903,6.0,1.0,15.774999999999999,19.91186832017528,41.4,10.85,2.0,2.8284271247461903,6.0,1.0,1.75,2.362907813126304,5.0,1.0,2.0,2.8284271247461903,6.0,1.0,1.0,0.0,1.0,1.0,7.887499999999999,3.649045863549226,13.5,8.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,21.7,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,7.9,0.33051211062304664,0.5724637681159421,0.0,0.0,0.0,0.0,0.0,0.0
10113,13,93.00000000000001,12,6.0,3.0,0.0,4.0,-0.9,53.99999999999999,19.5,0.0,19.5,-12.299999999999997,5.0,3.0,0.0,4.0,-0.6,6,4.0,1.0,0.0,3.0,-0.4,9,5.0,3.0,0.0,4.0,-0.6,3.25,2.5,6.0,3.5,23.25,22.466641938660967,53.99999999999999,19.5,3.0,2.160246899469287,5.0,3.5,2.0,1.8257418583505538,4.0,2.0,3.0,2.160246899469287,5.0,3.5,1.5,1.0690449676496976,4.0,1.0,10.774999999999999,11.955482902357872,39.3,6.5,1.375,0.7440238091428449,3.0,1.0,1.0,2.9,1.0,1.0,1.0,4.0,19.5,4.0,3.0,4.0,2.0,0.2222222222222222,1.0,0.3333333333333333,0.3333333333333333,-5.0,-0.18284866484620954,-0.20408163265306123,1.3333333333333335,0.5298129428260175,0.5000000000000001,1.3333333333333335,0.5298129428260175,0.5000000000000001
10114,11,48.3,9,3.0,4.0,3.0,1.0,-0.7,13.5,20.8,11.5,2.5,-4.2299999999999995,1.0,4.0,3.0,1.0,-0.1,3,1.0,2.0,2.0,1.0,0.0,8,1.0,4.0,3.0,1.0,-0.1,2.75,1.2583057392117916,4.0,3.0,12.075,7.531434126379915,20.8,12.5,2.25,1.5,4.0,2.0,1.5,0.5773502691896257,2.0,1.5,2.25,1.5,4.0,2.0,1.375,0.7440238091428449,3.0,1.0,6.0375,3.6695416218222285,13.5,5.2,1.125,0.3535533905932738,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,1.0,1.0,1.0,1.0,0.125,-2.3333333333333335,-4.04145188432738,-0.7000000000000001,-12.766666666666666,-2.607977887618711,-0.8362445414847162,-1.6666666666666665,-1.0910894511799618,-0.625,-1.6666666666666665,-1.0910894511799618,-0.625
10116,54,448.2400000000003,33,19.0,15.0,11.0,9.0,-3.4,202.14999999999998,93.38999999999999,84.19999999999999,68.5,-41.013999999999996,9.0,10.0,9.0,5.0,-1.3,17,10.0,6.0,8.0,7.0,-0.7,33,13.0,11.0,9.0,5.0,-2.6,13.5,4.43471156521669,19.0,13.0,112.05999999999999,60.932832419531145,202.14999999999998,88.79499999999999,8.25,2.217355782608345,10.0,9.0,7.75,1.707825127659933,10.0,7.5,9.5,3.415650255319866,13.0,10.0,1.6363636363636365,1.1677484162422844,6.0,1.0,13.583030303030304,18.480642826490183,105.5,7.8,1.1818181818181819,0.5838742081211422,4.0,1.0,1.0,18.0,1.0,1.0,1.0,9.0,68.5,5.0,7.0,5.0,4.0,0.12121212121212122,-6.0,-1.5,-0.4,-58.079999999999984,-0.8852760934151653,-0.4588402591246642,-4.333333333333334,-7.505553499465137,-0.4642857142857143,-6.0,-3.0,-0.5454545454545454
10117,5,12.5,5,0.0,0.0,4.0,1.0,0.7,0.0,0.0,10.0,2.5,1.75,0.0,0.0,4.0,1.0,0.7,1,0.0,0.0,1.0,1.0,0.4,5,0.0,0.0,4.0,1.0,0.7,1.25,1.8929694486000912,4.0,0.5,3.125,4.732423621500228,10.0,1.25,1.25,1.8929694486000912,4.0,0.5,0.5,0.5773502691896257,1.0,0.5,1.25,1.8929694486000912,4.0,0.5,1.0,0.0,1.0,1.0,2.5,0.0,2.5,2.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,1.0,1.0,1.0,0.0,0.0,-0.33333333333333326,-0.14433756729740638,-0.24999999999999994,-0.8333333333333335,-0.1443375672974065,-0.25000000000000006,-0.33333333333333326,-0.14433756729740638,-0.24999999999999994,-0.33333333333333326,-0.14433756729740638,-0.24999999999999994
10119,94,894.1999999999989,53,43.0,14.0,25.0,12.0,-8.2,535.7999999999997,99.89999999999999,199.00000000000003,59.5,-132.97999999999988,21.0,11.0,13.0,8.0,-3.7,39,24.0,10.0,18.0,9.0,-3.7,61,33.0,13.0,18.0,9.0,-6.7,23.5,14.200938936093861,43.0,19.5,223.54999999999993,216.2594814877102,535.7999999999997,149.45000000000002,13.25,5.560275772537426,21.0,12.0,15.25,7.088723439378913,24.0,14.0,18.25,10.5,33.0,15.5,1.540983606557377,0.8281258054950202,4.0,1.0,14.659016393442622,14.701387429413822,83.10000000000001,9.9,1.2131147540983607,0.5200882648923051,3.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,59.5,8.0,9.0,9.0,10.0,0.16393442622950818,-15.333333333333332,-1.0473497125722098,-0.5609756097560975,-218.73333333333323,-0.9572722049184627,-0.7861507128309572,-7.0,-1.3228756555322951,-0.4666666666666667,-12.333333333333332,-1.1849483381576447,-0.578125
10130,15,68.8,13,3.0,4.0,2.0,6.0,0.7,11.9,18.8,9.4,28.7,4.1,3.0,4.0,1.0,5.0,0.3,6,3.0,2.0,2.0,4.0,0.3,11,3.0,4.0,2.0,4.0,0.1,3.75,1.707825127659933,6.0,3.5,17.2,8.635971282953644,28.7,15.350000000000001,3.25,1.707825127659933,5.0,3.5,2.75,0.9574271077563381,4.0,2.5,3.25,0.9574271077563381,4.0,3.5,1.4,0.9660917830792959,4.0,1.0,6.33,3.9763327604995813,15.6,5.5,1.4,0.9660917830792959,4.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,28.7,5.0,4.0,4.0,2.0,0.18181818181818182,3.0,3.0,1.0,15.333333333333332,3.1494293106673084,1.1471321695760597,2.3333333333333335,1.527525231651947,0.8750000000000001,1.0,1.0,0.3333333333333333
10131,20,85.47999999999999,16,1.0,2.0,2.0,15.0,4.2,5.5,11.0,7.6,61.379999999999995,16.424,1.0,2.0,2.0,11.0,3.0,3,1.0,1.0,1.0,3.0,0.6,7,1.0,2.0,2.0,4.0,0.9,5.0,6.683312551921141,15.0,2.0,21.369999999999997,26.76942783599729,61.379999999999995,9.3,4.0,4.69041575982343,11.0,2.0,1.5,1.0,3.0,1.0,2.25,1.2583057392117916,4.0,2.0,2.857142857142857,4.059087394500207,12.0,1.0,12.21142857142857,14.777671702686487,44.98,6.0,2.4285714285714284,2.9358214555806383,9.0,1.0,3.0,9.88,2.0,1.0,1.0,15.0,61.379999999999995,11.0,3.0,4.0,3.0,0.42857142857142855,13.333333333333334,23.094010767585033,8.0,53.346666666666664,19.22064434149779,6.640663900414937,9.333333333333334,16.165807537309522,5.6000000000000005,2.333333333333333,4.04145188432738,1.3999999999999997
10132,15,49.599999999999994,14,1.0,4.0,3.0,7.0,1.7,2.5,13.0,8.9,25.199999999999996,6.399999999999999,1.0,4.0,3.0,6.0,1.4,6,1.0,2.0,2.0,5.0,1.2,11,1.0,3.0,3.0,7.0,1.8,3.75,2.5,7.0,3.5,12.399999999999999,9.564866264965058,25.199999999999996,10.95,3.5,2.0816659994661326,6.0,3.5,2.5,1.7320508075688772,5.0,2.0,3.5,2.516611478423583,7.0,3.0,1.3636363636363635,0.9244162777371755,4.0,1.0,4.509090909090909,2.3278550407852054,10.0,3.9,1.3636363636363635,0.9244162777371755,4.0,1.0,3.0,13.8,2.0,3.0,3.0,7.0,25.199999999999996,6.0,5.0,7.0,2.0,0.18181818181818182,4.333333333333334,2.8368325730679014,1.6250000000000002,17.066666666666663,3.2251048715304065,2.0983606557377046,3.3333333333333335,2.1821789023599236,1.2500000000000002,4.666666666666666,4.04145188432738,1.9999999999999996
10133,1,6.0,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,6.0,0.0,0.6,0.0,0.0,1.0,0.0,0.1,1,0.0,0.0,1.0,0.0,0.1,1,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,1.5,3.0,6.0,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,6.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-2.0,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
10135,19,103.29999999999998,9,10.0,3.0,1.0,5.0,-1.7,31.999999999999993,8.7,2.9,59.699999999999996,7.730000000000001,3.0,1.0,1.0,4.0,0.3,8,4.0,1.0,1.0,4.0,0.0,9,3.0,1.0,1.0,4.0,0.3,4.75,3.8622100754188224,10.0,4.0,25.824999999999996,25.848710477184994,59.699999999999996,20.349999999999994,2.25,1.5,4.0,2.0,2.5,1.7320508075688772,4.0,2.5,2.25,1.5,4.0,2.0,2.111111111111111,1.5365907428821477,5.0,1.0,11.477777777777778,10.100838799052504,33.8,8.7,1.0,0.0,1.0,1.0,2.0,21.4,2.0,2.0,2.0,5.0,59.699999999999996,4.0,4.0,4.0,0.0,0.0,0.33333333333333304,0.07053456158585976,0.07142857142857136,45.166666666666664,2.932508897300636,3.1077981651376154,2.333333333333333,2.02072594216369,1.3999999999999997,2.333333333333333,2.02072594216369,1.3999999999999997
10136,16,147.30000000000004,11,8.0,4.0,4.0,0.0,-2.4,117.19999999999999,14.899999999999999,15.2,0.0,-35.129999999999995,6.0,3.0,2.0,0.0,-1.9,6,6.0,2.0,1.0,0.0,-1.9,8,6.0,3.0,2.0,0.0,-1.9,4.0,3.265986323710904,8.0,4.0,36.824999999999996,54.05111007185698,117.19999999999999,15.049999999999999,2.75,2.5,6.0,2.5,2.25,2.6299556396765835,6.0,1.5,2.75,2.5,6.0,2.5,2.0,2.138089935299395,7.0,1.0,18.4125,21.55355042015783,64.8,7.5,1.5,0.9258200997725514,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,-5.333333333333333,-2.309401076758503,-1.0,-49.099999999999994,-0.832534699809554,-1.0,-3.6666666666666665,-1.761409691855958,-1.0,-3.6666666666666665,-1.761409691855958,-1.0
10137,14,69.9,8,2.0,7.0,5.0,0.0,-0.8,8.0,36.0,25.9,0.0,-3.41,2.0,4.0,2.0,0.0,-0.8,4,1.0,3.0,4.0,0.0,-0.2,12,2.0,6.0,4.0,0.0,-0.8,3.5,3.1091263510296048,7.0,3.5,17.475,16.42465118858439,36.0,16.95,2.0,1.632993161855452,4.0,2.0,2.0,1.8257418583505538,4.0,2.0,3.0,2.581988897471611,6.0,3.0,1.1666666666666667,0.3892494720807615,2.0,1.0,5.825,2.3363238411892073,12.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.666666666666667,-1.8543452998910614,-1.0,-23.3,-1.6431691858699005,-1.0,-2.6666666666666665,-2.309401076758503,-1.0,-4.0,-2.0,-1.0
10140,32,59.69999999999999,18,6.0,9.0,8.0,9.0,0.8,9.0,22.0,14.600000000000001,14.100000000000001,0.7900000000000006,4.0,6.0,4.0,4.0,-0.2,4,1.0,2.0,3.0,2.0,0.4,18,4.0,6.0,5.0,5.0,0.2,8.0,1.4142135623730951,9.0,8.5,14.925,5.352491631629765,22.0,14.350000000000001,4.5,1.0,6.0,4.0,2.0,0.816496580927726,3.0,2.0,5.0,0.816496580927726,6.0,5.0,1.7777777777777777,0.9428090415820634,4.0,1.5,3.316666666666667,2.191494252518936,10.0,3.0,1.1111111111111112,0.3233808333817773,2.0,1.0,3.0,5.1,1.0,2.0,2.0,9.0,14.100000000000001,4.0,2.0,5.0,2.0,0.1111111111111111,1.333333333333333,0.8728715609439694,0.17391304347826084,-1.0999999999999996,-0.16869260983622963,-0.07236842105263155,-0.666666666666667,-0.577350269189626,-0.1428571428571429,0.0,0.0,0.0
10141,176,1162.9999999999993,70,36.0,48.0,60.0,32.0,0.0,211.70000000000002,178.20000000000002,549.4000000000002,223.70000000000002,40.72000000000003,17.0,19.0,20.0,14.0,-0.8,36,17.0,21.0,20.0,15.0,-0.7,76,21.0,29.0,29.0,21.0,0.0,44.0,12.649110640673518,60.0,42.0,290.75000000000006,173.5049759132766,549.4000000000002,217.70000000000002,17.5,2.6457513110645907,20.0,18.0,18.25,2.753785273643051,21.0,18.5,25.0,4.618802153517006,29.0,25.0,2.3157894736842106,2.3278632623977407,17.0,2.0,15.302631578947368,48.25384536990247,414.0000000000001,5.95,1.4736842105263157,0.7741435562052009,5.0,1.0,5.0,30.7,3.0,4.0,4.0,32.0,223.70000000000002,14.0,15.0,21.0,26.0,0.34210526315789475,-16.0,-1.3333333333333333,-0.3333333333333333,-89.40000000000006,-0.4354048315115478,-0.28553177898435017,-4.666666666666668,-3.0550504633038944,-0.25000000000000006,-5.333333333333332,-1.154700538379251,-0.20253164556962022
10150,89,320.6700000000001,54,21.0,22.0,23.0,23.0,0.7,74.8,69.19999999999999,85.09999999999998,91.57000000000001,6.621000000000002,15.0,10.0,17.0,12.0,-0.2,33,11.0,13.0,12.0,13.0,0.5,47,14.0,12.0,16.0,17.0,1.3,22.25,0.9574271077563381,23.0,22.5,80.16749999999999,10.057214243185506,91.57000000000001,79.94999999999999,13.5,3.1091263510296048,17.0,13.5,12.25,0.9574271077563381,13.0,12.5,14.75,2.217355782608345,17.0,15.0,1.8936170212765957,1.306073480741142,7.0,2.0,6.822765957446808,3.929304453400317,20.900000000000002,6.0,1.4680851063829787,0.8559526558876863,4.0,1.0,5.0,19.0,2.0,5.0,3.0,23.0,91.57000000000001,12.0,13.0,17.0,14.0,0.2978723404255319,1.0,1.0,0.045454545454545456,15.203333333333347,1.885113148515377,0.1990833697075515,-2.0,-0.5547001962252291,-0.14285714285714285,3.0,1.5,0.21428571428571427
