pluno,pp_p_purchased_counts,pp_p_purchased_sum,pp_p_purchased_day_ucounts,pp_first_p_purchased_counts,pp_second_p_purchased_counts,pp_fourth_p_purchased_counts,pp_fifth_p_purchased_counts,pp_trend_p_purchased_counts_df,pp_first_p_purchased_sum,pp_second_p_purchased_sum,pp_fourth_p_purchased_sum,pp_fifth_p_purchased_sum,pp_trend_p_purchased_sum_df,pp_first_p_purchased_day_ucounts,pp_second_p_purchased_day_ucounts,pp_fourth_p_purchased_day_ucounts,pp_fifth_p_purchased_day_ucounts,pp_trend_p_purchased_day_ucounts_df,pp_p_has_u_ucounts,pp_first_p_has_u_ucounts,pp_second_p_has_u_ucounts,pp_fourth_p_has_u_ucounts,pp_fifth_p_has_u_ucounts,pp_trend_p_has_u_ucounts_df,pp_monthly_p_purchased_counts_mean,pp_monthly_p_purchased_counts_std,pp_monthly_p_purchased_counts_max,pp_monthly_p_purchased_counts_median,pp_monthly_p_purchased_sum_mean,pp_monthly_p_purchased_sum_std,pp_monthly_p_purchased_sum_max,pp_monthly_p_purchased_sum_median,pp_monthly_p_purchased_day_ucounts_mean,pp_monthly_p_purchased_day_ucounts_std,pp_monthly_p_purchased_day_ucounts_max,pp_monthly_p_purchased_day_ucounts_median,pp_monthly_p_has_u_ucounts_mean,pp_monthly_p_has_u_ucounts_std,pp_monthly_p_has_u_ucounts_max,pp_monthly_p_has_u_ucounts_median,pp_plu_user_agg_counts_mean,pp_plu_user_agg_counts_std,pp_plu_user_agg_counts_max,pp_plu_user_agg_counts_median,pp_plu_user_agg_sum_mean,pp_plu_user_agg_sum_std,pp_plu_user_agg_sum_max,pp_plu_user_agg_sum_median,pp_plu_user_agg_day_ucounts_mean,pp_plu_user_agg_day_ucounts_std,pp_plu_user_agg_day_ucounts_max,pp_plu_user_agg_day_ucounts_median,pp_p_l_w_purchased_counts,pp_p_l_w_purchased_sum,pp_p_l_w_purchased_day_ucounts,pp_p_l_w_has_u_ucounts,pp_p_l_m_purchased_counts,pp_p_l_m_purchased_sum,pp_p_l_m_purchased_day_ucounts,pp_p_l_m_has_u_ucounts,pp_plu_repeat_buyer_counts,pp_plu_repeat_buyer_ratio,pp_p_purchased_counts_bias,pp_p_purchased_counts_bias_divide_std,pp_p_purchased_counts_bias_divide_mean,pp_p_purchased_sum_bias,pp_p_purchased_sum_bias_divide_std,pp_p_purchased_sum_bias_divide_mean,pp_p_purchased_day_ucounts_bias,pp_p_purchased_day_ucounts_bias_divide_std,pp_p_purchased_day_ucounts_bias_divide_mean,pp_p_has_u_ucounts_bias,pp_p_has_u_ucounts_bias_divide_std,pp_p_has_u_ucounts_bias_divide_mean
10000000,1,10.8,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,10.8,0.0,1.08,0.0,0.0,1.0,0.0,0.1,1,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,2.7,5.400000000000001,10.8,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,1.0,0.0,1.0,1.0,10.8,0.0,10.8,10.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-3.6,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
10000003,1,5.9,1,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,5.9,1.7700000000000002,0.0,0.0,0.0,1.0,0.3,1,0.0,0.0,0.0,1.0,0.3,0.25,0.5,1.0,0.0,1.475,2.95,5.9,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,1.0,0.0,1.0,1.0,5.9,0.0,5.9,5.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.9,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
10000004,6,34.8,6,1.0,3.0,1.0,1.0,-0.2,5.8,17.4,5.8,5.8,-1.1599999999999997,1.0,3.0,1.0,1.0,-0.2,6,1.0,3.0,1.0,1.0,-0.2,1.5,1.0,3.0,1.0,8.7,5.8,17.4,5.8,1.5,1.0,3.0,1.0,1.5,1.0,3.0,1.0,1.0,0.0,1.0,1.0,5.8,0.0,5.8,5.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.8,1.0,1.0,0.0,0.0,-0.6666666666666667,-0.5773502691896257,-0.4,-3.8666666666666663,-0.5773502691896257,-0.39999999999999997,-0.6666666666666667,-0.5773502691896257,-0.4,-0.6666666666666667,-0.5773502691896257,-0.4
10000005,4,8.0,4,0.0,2.0,1.0,1.0,0.2,0.0,4.0,2.0,2.0,0.4,0.0,2.0,1.0,1.0,0.2,4,0.0,2.0,1.0,1.0,0.2,1.0,0.816496580927726,2.0,1.0,2.0,1.632993161855452,4.0,2.0,1.0,0.816496580927726,2.0,1.0,1.0,0.816496580927726,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000006,20,54.00000000000002,15,10.0,4.0,3.0,3.0,-2.2,26.999999999999996,10.8,8.100000000000001,8.100000000000001,-5.939999999999998,6.0,3.0,3.0,3.0,-0.9,11,6.0,3.0,3.0,2.0,-1.2,5.0,3.366501646120693,10.0,3.5,13.5,9.089554444525868,26.999999999999996,9.450000000000001,3.75,1.5,6.0,3.0,3.5,1.7320508075688772,6.0,3.0,1.8181818181818181,1.4012980994907414,5.0,1.0,4.909090909090909,3.783504868625002,13.5,2.7,1.5454545454545454,1.0357254813546264,4.0,1.0,0.0,0.0,0.0,0.0,3.0,8.100000000000001,3.0,2.0,3.0,0.2727272727272727,-2.666666666666667,-0.7043607250604992,-0.4705882352941177,-7.1999999999999975,-0.704360725060499,-0.47058823529411753,-1.0,-0.5773502691896258,-0.25,-2.0,-1.1547005383792517,-0.5
10000007,2,9.0,2,1.0,0.0,1.0,0.0,-0.2,4.5,0.0,4.5,0.0,-0.9,1.0,0.0,1.0,0.0,-0.2,2,1.0,0.0,1.0,0.0,-0.2,0.5,0.5773502691896257,1.0,0.5,2.25,2.598076211353316,4.5,2.25,0.5,0.5773502691896257,1.0,0.5,0.5,0.5773502691896257,1.0,0.5,1.0,0.0,1.0,1.0,4.5,0.0,4.5,4.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-1.1547005383792512,-1.0,-3.0,-1.1547005383792515,-1.0,-0.6666666666666666,-1.1547005383792512,-1.0,-0.6666666666666666,-1.1547005383792512,-1.0
10000009,5,32.5,4,0.0,2.0,3.0,0.0,0.1,0.0,13.0,19.5,0.0,0.65,0.0,2.0,2.0,0.0,0.0,4,0.0,2.0,2.0,0.0,0.0,1.25,1.5,3.0,1.0,8.125,9.75,19.5,6.5,1.0,1.1547005383792515,2.0,1.0,1.0,1.1547005383792515,2.0,1.0,1.25,0.5,2.0,1.0,8.125,3.25,13.0,6.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6666666666666667,-1.0910894511799618,-1.0,-10.833333333333334,-1.0910894511799618,-1.0,-1.3333333333333333,-1.1547005383792512,-1.0,-1.3333333333333333,-1.1547005383792512,-1.0
10000010,7,43.400000000000006,6,0.0,2.0,1.0,4.0,1.1,0.0,12.4,6.2,24.8,6.82,0.0,2.0,1.0,3.0,0.8,5,0.0,2.0,1.0,4.0,1.1,1.75,1.707825127659933,4.0,1.5,10.850000000000001,10.588515791491586,24.8,9.3,1.5,1.2909944487358056,3.0,1.5,1.75,1.707825127659933,4.0,1.5,1.4,0.5477225575051661,2.0,1.0,8.68,3.39587985653203,12.4,6.2,1.4,0.5477225575051661,2.0,1.0,2.0,12.4,2.0,2.0,4.0,24.8,3.0,4.0,2.0,0.4,3.0,3.0,3.0,18.6,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0
10000011,16,43.20000000000001,12,5.0,4.0,4.0,3.0,-0.6,13.5,10.8,10.8,8.100000000000001,-1.6199999999999997,4.0,3.0,2.0,3.0,-0.4,14,4.0,3.0,4.0,3.0,-0.2,4.0,0.816496580927726,5.0,4.0,10.8,2.20454076850486,13.5,10.8,3.0,0.816496580927726,4.0,3.0,3.5,0.5773502691896257,4.0,3.5,1.1428571428571428,0.36313651960128146,2.0,1.0,3.085714285714286,0.9804686029234599,5.4,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,8.100000000000001,3.0,3.0,0.0,0.0,-1.333333333333333,-2.309401076758502,-0.30769230769230765,-3.5999999999999996,-2.3094010767585034,-0.30769230769230765,0.0,0.0,0.0,-0.6666666666666665,-1.154700538379251,-0.1818181818181818
10000012,3,32.400000000000006,3,1.0,1.0,0.0,1.0,-0.1,10.8,10.8,0.0,10.8,-1.08,1.0,1.0,0.0,1.0,-0.1,3,1.0,1.0,0.0,1.0,-0.1,0.75,0.5,1.0,1.0,8.100000000000001,5.4,10.8,10.8,0.75,0.5,1.0,1.0,0.75,0.5,1.0,1.0,1.0,0.0,1.0,1.0,10.800000000000002,2.175583928816829e-15,10.8,10.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.8,1.0,1.0,0.0,0.0,0.33333333333333337,0.5773502691896257,0.5000000000000001,3.6000000000000005,0.5773502691896257,0.5000000000000001,0.33333333333333337,0.5773502691896257,0.5000000000000001,0.33333333333333337,0.5773502691896257,0.5000000000000001
10000013,3,6.6000000000000005,2,0.0,0.0,3.0,0.0,0.3,0.0,0.0,6.6000000000000005,0.0,0.66,0.0,0.0,2.0,0.0,0.2,2,0.0,0.0,2.0,0.0,0.2,0.75,1.5,3.0,0.0,1.6500000000000001,3.3000000000000003,6.6000000000000005,0.0,0.5,1.0,2.0,0.0,0.5,1.0,2.0,0.0,1.5,0.7071067811865476,2.0,1.5,3.3000000000000003,1.5556349186104046,4.4,3.3000000000000003,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.5773502691896258,-1.0,-2.2,-0.5773502691896257,-1.0,-0.6666666666666666,-0.5773502691896256,-1.0,-0.6666666666666666,-0.5773502691896256,-1.0
10000015,7,18.9,6,6.0,0.0,0.0,1.0,-1.5,16.2,0.0,0.0,2.7,-4.049999999999999,5.0,0.0,0.0,1.0,-1.2,4,4.0,0.0,0.0,1.0,-0.9,1.75,2.8722813232690143,6.0,0.5,4.725,7.755159572826339,16.2,1.35,1.5,2.3804761428476167,5.0,0.5,1.25,1.8929694486000912,4.0,0.5,1.75,1.5,4.0,1.0,4.725,4.050000000000001,10.8,2.7,1.5,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.7,1.0,1.0,1.0,0.25,-1.0,-0.2886751345948129,-0.5,-2.6999999999999993,-0.2886751345948128,-0.49999999999999994,-0.6666666666666667,-0.23094010767585035,-0.4,-0.33333333333333326,-0.14433756729740638,-0.24999999999999994
10000016,2,7.6,1,0.0,0.0,2.0,0.0,0.2,0.0,0.0,7.6,0.0,0.76,0.0,0.0,1.0,0.0,0.1,1,0.0,0.0,1.0,0.0,0.1,0.5,1.0,2.0,0.0,1.9,3.8,7.6,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,2.0,0.0,2.0,2.0,7.6,0.0,7.6,7.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-0.5773502691896256,-1.0,-2.533333333333333,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
10000025,13,37.6,8,1.0,0.0,4.0,8.0,2.5,3.0,0.0,12.0,22.6,7.080000000000001,1.0,0.0,2.0,5.0,1.4,6,1.0,0.0,1.0,5.0,1.3,3.25,3.593976442141304,8.0,2.5,9.4,10.170545708072897,22.6,7.5,2.0,2.160246899469287,5.0,1.5,1.75,2.217355782608345,5.0,1.0,2.1666666666666665,1.834847859269718,5.0,1.0,6.266666666666667,5.465406358786753,15.0,3.0,1.5,0.8366600265340756,3.0,1.0,4.0,12.0,1.0,2.0,8.0,22.6,5.0,5.0,2.0,0.3333333333333333,6.333333333333333,3.0424349222966556,3.8,17.6,2.8182555069695336,3.5200000000000005,4.0,4.0,4.0,4.333333333333333,7.505553499465133,6.5
10001002,2,9.0,2,0.0,0.0,1.0,1.0,0.4,0.0,0.0,4.5,4.5,1.8,0.0,0.0,1.0,1.0,0.4,2,0.0,0.0,1.0,1.0,0.4,0.5,0.5773502691896257,1.0,0.5,2.25,2.598076211353316,4.5,2.25,0.5,0.5773502691896257,1.0,0.5,0.5,0.5773502691896257,1.0,0.5,1.0,0.0,1.0,1.0,4.5,0.0,4.5,4.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.5,1.0,1.0,0.0,0.0,0.6666666666666667,1.1547005383792515,2.0000000000000004,3.0,1.1547005383792515,2.0,0.6666666666666667,1.1547005383792515,2.0000000000000004,0.6666666666666667,1.1547005383792515,2.0000000000000004
10001006,1,6.2,1,1.0,0.0,0.0,0.0,-0.3,6.2,0.0,0.0,0.0,-1.86,1.0,0.0,0.0,0.0,-0.3,1,1.0,0.0,0.0,0.0,-0.3,0.25,0.5,1.0,0.0,1.55,3.1,6.2,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,1.0,0.0,1.0,1.0,6.2,0.0,6.2,6.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-2.066666666666667,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
10001007,13,35.1,12,1.0,5.0,4.0,3.0,0.5,2.7,13.5,10.8,8.100000000000001,1.3500000000000005,1.0,4.0,4.0,3.0,0.6,6,1.0,2.0,3.0,2.0,0.4,3.25,1.707825127659933,5.0,3.5,8.775,4.611127844681819,13.5,9.450000000000001,3.0,1.4142135623730951,4.0,3.5,2.0,0.816496580927726,3.0,2.0,2.1666666666666665,1.1690451944500122,4.0,2.0,5.850000000000001,3.156422025015033,10.8,5.4,2.0,1.2649110640673518,4.0,1.5,0.0,0.0,0.0,0.0,3.0,8.100000000000001,3.0,2.0,3.0,0.5,-0.3333333333333335,-0.1601281538050872,-0.10000000000000003,-0.8999999999999986,-0.16012815380508688,-0.09999999999999984,0.0,0.0,0.0,0.0,0.0,0.0
10002000,3,13.5,3,1.0,2.0,0.0,0.0,-0.5,4.5,9.0,0.0,0.0,-2.25,1.0,2.0,0.0,0.0,-0.5,3,1.0,2.0,0.0,0.0,-0.5,0.75,0.9574271077563381,2.0,0.5,3.375,4.3084219849035215,9.0,2.25,0.75,0.9574271077563381,2.0,0.5,0.75,0.9574271077563381,2.0,0.5,1.0,0.0,1.0,1.0,4.5,0.0,4.5,4.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-4.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10002002,1,6.2,1,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,6.2,1.86,0.0,0.0,0.0,1.0,0.3,1,0.0,0.0,0.0,1.0,0.3,0.25,0.5,1.0,0.0,1.55,3.1,6.2,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,1.0,0.0,1.0,1.0,6.2,0.0,6.2,6.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
10002003,2,4.4,2,0.0,1.0,1.0,0.0,0.0,0.0,2.2,2.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,0.0,1.0,1.0,0.0,0.0,0.5,0.5773502691896257,1.0,0.5,1.1,1.2701705922171767,2.2,1.1,0.5,0.5773502691896257,1.0,0.5,0.5,0.5773502691896257,1.0,0.5,1.0,0.0,1.0,1.0,2.2,0.0,2.2,2.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-1.1547005383792512,-1.0,-1.4666666666666668,-1.1547005383792515,-1.0,-0.6666666666666666,-1.1547005383792512,-1.0,-0.6666666666666666,-1.1547005383792512,-1.0
10002004,2,15.6,2,2.0,0.0,0.0,0.0,-0.6,15.6,0.0,0.0,0.0,-4.68,2.0,0.0,0.0,0.0,-0.6,2,2.0,0.0,0.0,0.0,-0.6,0.5,1.0,2.0,0.0,3.9,7.8,15.6,0.0,0.5,1.0,2.0,0.0,0.5,1.0,2.0,0.0,1.0,0.0,1.0,1.0,7.8,0.0,7.8,7.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-0.5773502691896256,-1.0,-5.2,-0.5773502691896258,-1.0,-0.6666666666666666,-0.5773502691896256,-1.0,-0.6666666666666666,-0.5773502691896256,-1.0
10002005,2,15.6,2,1.0,0.0,1.0,0.0,-0.2,7.8,0.0,7.8,0.0,-1.5599999999999998,1.0,0.0,1.0,0.0,-0.2,2,1.0,0.0,1.0,0.0,-0.2,0.5,0.5773502691896257,1.0,0.5,3.9,4.50333209967908,7.8,3.9,0.5,0.5773502691896257,1.0,0.5,0.5,0.5773502691896257,1.0,0.5,1.0,0.0,1.0,1.0,7.8,0.0,7.8,7.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-1.1547005383792512,-1.0,-5.2,-1.1547005383792517,-1.0,-0.6666666666666666,-1.1547005383792512,-1.0,-0.6666666666666666,-1.1547005383792512,-1.0
10002006,1,10.8,1,0.0,1.0,0.0,0.0,-0.1,0.0,10.8,0.0,0.0,-1.08,0.0,1.0,0.0,0.0,-0.1,1,0.0,1.0,0.0,0.0,-0.1,0.25,0.5,1.0,0.0,2.7,5.400000000000001,10.8,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,1.0,0.0,1.0,1.0,10.8,0.0,10.8,10.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-3.6,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
10002007,2,5.4,2,0.0,0.0,2.0,0.0,0.2,0.0,0.0,5.4,0.0,0.54,0.0,0.0,2.0,0.0,0.2,2,0.0,0.0,2.0,0.0,0.2,0.5,1.0,2.0,0.0,1.35,2.7000000000000006,5.4,0.0,0.5,1.0,2.0,0.0,0.5,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.7,0.0,2.7,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-0.5773502691896256,-1.0,-1.8,-0.5773502691896257,-1.0,-0.6666666666666666,-0.5773502691896256,-1.0,-0.6666666666666666,-0.5773502691896256,-1.0
10002009,1,7.8,1,1.0,0.0,0.0,0.0,-0.3,7.8,0.0,0.0,0.0,-2.34,1.0,0.0,0.0,0.0,-0.3,1,1.0,0.0,0.0,0.0,-0.3,0.25,0.5,1.0,0.0,1.95,3.9,7.8,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,1.0,0.0,1.0,1.0,7.8,0.0,7.8,7.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-2.6,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
10002012,3,15.0,1,0.0,3.0,0.0,0.0,-0.3,0.0,15.0,0.0,0.0,-1.5,0.0,1.0,0.0,0.0,-0.1,1,0.0,1.0,0.0,0.0,-0.1,0.75,1.5,3.0,0.0,3.75,7.5,15.0,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,3.0,0.0,3.0,3.0,15.0,0.0,15.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.5773502691896258,-1.0,-5.0,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
10002015,2,8.0,2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,0.0,1.0,1.0,0.0,0.0,0.5,0.5773502691896257,1.0,0.5,2.0,2.309401076758503,4.0,2.0,0.5,0.5773502691896257,1.0,0.5,0.5,0.5773502691896257,1.0,0.5,1.0,0.0,1.0,1.0,4.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-1.1547005383792512,-1.0,-2.6666666666666665,-1.1547005383792512,-1.0,-0.6666666666666666,-1.1547005383792512,-1.0,-0.6666666666666666,-1.1547005383792512,-1.0
10002017,2,11.6,2,0.0,1.0,1.0,0.0,0.0,0.0,5.8,5.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.5,0.5773502691896257,1.0,0.5,2.9,3.3486315612998294,5.8,2.9,0.5,0.5773502691896257,1.0,0.5,0.5,0.5773502691896257,1.0,0.5,2.0,0.0,2.0,2.0,11.6,0.0,11.6,11.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.6666666666666666,-1.1547005383792512,-1.0,-3.8666666666666667,-1.1547005383792517,-1.0,-0.6666666666666666,-1.1547005383792512,-1.0,-0.6666666666666666,-1.1547005383792512,-1.0
10002019,5,13.5,5,0.0,3.0,0.0,2.0,0.3,0.0,8.100000000000001,0.0,5.4,0.8099999999999999,0.0,3.0,0.0,2.0,0.3,5,0.0,3.0,0.0,2.0,0.3,1.25,1.5,3.0,1.0,3.3750000000000004,4.050000000000001,8.100000000000001,2.7,1.25,1.5,3.0,1.0,1.25,1.5,3.0,1.0,1.0,0.0,1.0,1.0,2.7,0.0,2.7,2.7,1.0,0.0,1.0,1.0,1.0,2.7,1.0,1.0,2.0,5.4,2.0,2.0,0.0,0.0,1.0,0.5773502691896258,1.0,2.6999999999999997,0.5773502691896255,0.9999999999999997,1.0,0.5773502691896258,1.0,1.0,0.5773502691896258,1.0
10002020,3,8.100000000000001,3,3.0,0.0,0.0,0.0,-0.9,8.100000000000001,0.0,0.0,0.0,-2.4300000000000006,3.0,0.0,0.0,0.0,-0.9,3,3.0,0.0,0.0,0.0,-0.9,0.75,1.5,3.0,0.0,2.0250000000000004,4.050000000000001,8.100000000000001,0.0,0.75,1.5,3.0,0.0,0.75,1.5,3.0,0.0,1.0,0.0,1.0,1.0,2.7000000000000006,5.438959822042073e-16,2.7,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.5773502691896258,-1.0,-2.7000000000000006,-0.5773502691896257,-1.0,-1.0,-0.5773502691896258,-1.0,-1.0,-0.5773502691896258,-1.0
10002022,3,8.100000000000001,3,0.0,1.0,1.0,1.0,0.3,0.0,2.7,2.7,2.7,0.8100000000000002,0.0,1.0,1.0,1.0,0.3,3,0.0,1.0,1.0,1.0,0.3,0.75,0.5,1.0,1.0,2.0250000000000004,1.35,2.7,2.7,0.75,0.5,1.0,1.0,0.75,0.5,1.0,1.0,1.0,0.0,1.0,1.0,2.7000000000000006,5.438959822042073e-16,2.7,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.7,1.0,1.0,0.0,0.0,0.33333333333333337,0.5773502691896257,0.5000000000000001,0.9000000000000001,0.5773502691896257,0.5000000000000001,0.33333333333333337,0.5773502691896257,0.5000000000000001,0.33333333333333337,0.5773502691896257,0.5000000000000001
10002025,1,2.7,1,0.0,1.0,0.0,0.0,-0.1,0.0,2.7,0.0,0.0,-0.27,0.0,1.0,0.0,0.0,-0.1,1,0.0,1.0,0.0,0.0,-0.1,0.25,0.5,1.0,0.0,0.675,1.3500000000000003,2.7,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,1.0,0.0,1.0,1.0,2.7,0.0,2.7,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.9,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
10002026,1,15.0,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,15.0,0.0,1.5,0.0,0.0,1.0,0.0,0.1,1,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,3.75,7.5,15.0,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,1.0,0.0,1.0,1.0,15.0,0.0,15.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-5.0,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
10002027,2,30.0,2,1.0,0.0,1.0,0.0,-0.2,15.0,0.0,15.0,0.0,-3.0,1.0,0.0,1.0,0.0,-0.2,2,1.0,0.0,1.0,0.0,-0.2,0.5,0.5773502691896257,1.0,0.5,7.5,8.660254037844387,15.0,7.5,0.5,0.5773502691896257,1.0,0.5,0.5,0.5773502691896257,1.0,0.5,1.0,0.0,1.0,1.0,15.0,0.0,15.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-1.1547005383792512,-1.0,-10.0,-1.1547005383792515,-1.0,-0.6666666666666666,-1.1547005383792512,-1.0,-0.6666666666666666,-1.1547005383792512,-1.0
10002028,1,15.0,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,15.0,0.0,1.5,0.0,0.0,1.0,0.0,0.1,1,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,3.75,7.5,15.0,0.0,0.25,0.5,1.0,0.0,0.25,0.5,1.0,0.0,1.0,0.0,1.0,1.0,15.0,0.0,15.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-5.0,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
