vipno,pluno,upp_up_counts,upp_up_sum,upp_up_day_ucounts,upp_first_up_counts,upp_second_up_counts,upp_fourth_up_counts,upp_fifth_up_counts,upp_trend_up_counts,upp_first_up_sum,upp_second_up_sum,upp_fourth_up_sum,upp_fifth_up_sum,upp_trend_up_sum,upp_first_up_day_ucounts,upp_second_up_day_ucounts,upp_fourth_up_day_ucounts,upp_fifth_up_day_ucounts,upp_trend_up_day_ucounts,upp_monthly_up_counts_mean,upp_monthly_up_counts_std,upp_monthly_up_counts_max,upp_monthly_up_counts_median,upp_monthly_up_sum_mean,upp_monthly_up_sum_std,upp_monthly_up_sum_max,upp_monthly_up_sum_median,upp_monthly_up_day_ucounts_mean,upp_monthly_up_day_ucounts_std,upp_monthly_up_day_ucounts_max,upp_monthly_up_day_ucounts_median,upp_up_l_w_counts,upp_up_l_w_sum,upp_up_l_w_day_ucounts,upp_up_l_m_counts,upp_up_l_m_sum,upp_up_l_m_day_ucounts,upp_up_counts_bias,upp_up_counts_bias_divide_std,upp_up_counts_bias_divide_mean,upp_up_sum_bias,upp_up_sum_bias_divide_std,upp_up_sum_bias_divide_mean,upp_up_day_ucounts_bias,upp_up_day_ucounts_bias_divide_std,upp_up_day_ucounts_bias_divide_mean
13854627199,22008012,1,63.59,1,1.0,0.0,0.0,0.0,-0.3,63.59,0.0,0.0,0.0,-19.077,1.0,0.0,0.0,0.0,-0.3,0.25,0.5,1.0,0.0,15.8975,31.794999999999998,63.59,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-21.19666666666667,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
13854627199,22010034,1,4.95,1,1.0,0.0,0.0,0.0,-0.3,4.95,0.0,0.0,0.0,-1.485,1.0,0.0,0.0,0.0,-0.3,0.25,0.5,1.0,0.0,1.2375,2.475,4.95,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-1.6500000000000001,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
13854627199,22013007,1,9.19,1,1.0,0.0,0.0,0.0,-0.3,9.19,0.0,0.0,0.0,-2.757,1.0,0.0,0.0,0.0,-0.3,0.25,0.5,1.0,0.0,2.2975,4.595,9.19,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-3.063333333333333,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
13854627199,22036000,1,17.66,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,17.66,0.0,1.766,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,4.415,8.83,17.66,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-5.886666666666667,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
13854627199,22100010,1,3.12,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,3.12,0.0,0.312,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,0.78,1.5599999999999998,3.12,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-1.04,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
13854627199,22102005,1,1.02,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,1.02,0.0,0.10200000000000001,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,0.255,0.51,1.02,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.34,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
13854627199,22103001,2,9.39,2,2.0,0.0,0.0,0.0,-0.6,9.39,0.0,0.0,0.0,-2.817,2.0,0.0,0.0,0.0,-0.6,0.5,1.0,2.0,0.0,2.3475,4.695,9.39,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-0.5773502691896256,-1.0,-3.1300000000000003,-0.5773502691896258,-1.0,-0.6666666666666666,-0.5773502691896256,-1.0
13854627199,22103005,2,2.2800000000000002,2,0.0,0.0,2.0,0.0,0.2,0.0,0.0,2.2800000000000002,0.0,0.22800000000000004,0.0,0.0,2.0,0.0,0.2,0.5,1.0,2.0,0.0,0.5700000000000001,1.1400000000000001,2.2800000000000002,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-0.5773502691896256,-1.0,-0.7600000000000001,-0.5773502691896258,-1.0,-0.6666666666666666,-0.5773502691896256,-1.0
13854627199,22103006,2,5.24,2,0.0,0.0,2.0,0.0,0.2,0.0,0.0,5.24,0.0,0.524,0.0,0.0,2.0,0.0,0.2,0.5,1.0,2.0,0.0,1.31,2.62,5.24,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-0.5773502691896256,-1.0,-1.7466666666666668,-0.5773502691896258,-1.0,-0.6666666666666666,-0.5773502691896256,-1.0
13854627199,22103010,1,2.11,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,2.11,0.0,0.211,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,0.5275,1.0550000000000002,2.11,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.7033333333333333,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
13854627199,22103011,1,1.58,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,1.58,0.0,0.158,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,0.395,0.79,1.58,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.5266666666666667,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
13854627199,22130010,1,1.62,1,1.0,0.0,0.0,0.0,-0.3,1.62,0.0,0.0,0.0,-0.48600000000000004,1.0,0.0,0.0,0.0,-0.3,0.25,0.5,1.0,0.0,0.405,0.81,1.62,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-0.54,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0
