IMSI,MRTime,Longitude,Latitude,Num_connected,RNCID_1,CellID_1,AsuLevel_1,SignalLevel_1,RSSI_1,RNCID_2,CellID_2,AsuLevel_2,SignalLevel_2,RSSI_2,RNCID_3,CellID_3,AsuLevel_3,SignalLevel_3,RSSI_3,RNCID_4,CellID_4,AsuLevel_4,SignalLevel_4,RSSI_4,RNCID_5,CellID_5,AsuLevel_5,SignalLevel_5,RSSI_5,RNCID_6,CellID_6,AsuLevel_6,SignalLevel_6,RSSI_6,RNCID_7,CellID_7,AsuLevel_7,SignalLevel_7,RSSI_7
460016291512177.00 ,1509179041141.00 ,121.2139698,31.28698025,7,6188,26050,27,4,-59,6188,27394,22,4,-69,6188,27378,17,4,-79,6188,27377,18,4,-77,6188,26051,20,4,-73,6188,27314,17,4,-79,6182,41139,20,4,-73
460016291512177.00 ,1509179043031.00 ,121.2138989,31.28704146,7,6188,26050,28,4,-57,6188,27394,22,4,-69,6188,27378,17,4,-79,6188,27377,18,4,-77,6188,26051,20,4,-73,6188,27314,18,4,-77,6182,41139,20,4,-73
460016291512177.00 ,1509179045175.00 ,121.2138311,31.28711545,7,6188,26050,28,4,-57,6188,27394,21,4,-71,6188,27378,17,4,-79,6188,27377,18,4,-77,6188,26051,21,4,-71,6188,27314,18,4,-77,6182,41139,17,4,-79
460016291512177.00 ,1509179047325.00 ,121.2137422,31.28720286,7,6188,26050,29,4,-55,6188,27394,21,4,-71,6188,27378,18,4,-77,6188,27377,18,4,-77,6188,26051,21,4,-71,6188,27314,17,4,-79,6182,41139,17,4,-79
460016291512177.00 ,1509179049215.00 ,121.2136813,31.28728751,7,6188,26050,29,4,-55,6188,27394,21,4,-71,6188,27378,18,4,-77,6188,27377,18,4,-77,6188,26051,21,4,-71,6188,27314,17,4,-79,6182,41139,15,4,-83
460016291512177.00 ,1509179051351.00 ,121.2135539,31.28749904,7,6188,26050,29,4,-55,6188,27394,21,4,-71,6188,27378,18,4,-77,6188,27377,18,4,-77,6188,26051,21,4,-71,6182,41139,15,4,-83,0,-1,14,4,-85
460016291512177.00 ,1509179053512.00 ,121.2133638,31.28759887,7,6188,26050,28,4,-57,6188,27394,21,4,-71,6188,27378,18,4,-77,6188,27377,18,4,-77,6188,26051,20,4,-73,6182,41139,15,4,-83,6188,25089,15,4,-83
460016291512177.00 ,1509179055387.00 ,121.2131959,31.28759028,7,6188,26050,27,4,-59,6188,27394,20,4,-73,6188,27378,18,4,-77,6188,27377,19,4,-75,6188,26051,20,4,-73,6182,41139,15,4,-83,6188,25089,15,4,-83
460016291512177.00 ,1509179057536.00 ,121.2131341,31.28758481,7,6188,26050,27,4,-59,6188,27394,20,4,-73,6188,27378,18,4,-77,6188,27377,19,4,-75,6188,26051,21,4,-71,6182,41139,14,4,-85,6188,25089,16,4,-81
460016291512177.00 ,1509179059678.00 ,121.2129382,31.28763602,7,6188,26050,29,4,-55,6188,27394,19,4,-75,6188,27378,18,4,-77,6188,27377,18,4,-77,6188,26051,21,4,-71,6182,41139,14,4,-85,6188,25089,16,4,-81
460016291512177.00 ,1509179061576.00 ,121.2127713,31.28764789,7,6188,26050,29,4,-55,6188,27394,19,4,-75,6188,27378,19,4,-75,6188,27377,18,4,-77,6188,26051,20,4,-73,6182,41139,14,4,-85,6188,25089,16,4,-81
460016291512177.00 ,1509179063698.00 ,121.2127217,31.28777742,7,6188,26050,30,4,-53,6188,27394,19,4,-75,6188,27378,19,4,-75,6188,27377,19,4,-75,6188,26051,20,4,-73,6182,41139,12,4,-89,6188,25089,16,4,-81
460016291512177.00 ,1509179065852.00 ,121.2125792,31.28781872,6,6188,26050,30,4,-53,6188,27394,20,4,-73,6188,27378,19,4,-75,6188,27377,19,4,-75,6188,26051,21,4,-71,6188,25089,16,4,-81,,,,,
460016291512177.00 ,1509179068005.00 ,121.2124935,31.2878055,6,6188,26050,31,4,-51,6188,27394,19,4,-75,6188,27378,19,4,-75,6188,27377,19,4,-75,6188,26051,21,4,-71,6188,25089,16,4,-81,,,,,
460016291512177.00 ,1509179069882.00 ,121.2124732,31.28785522,7,6188,26050,31,4,-51,6188,27394,19,4,-75,6188,27378,19,4,-75,6188,27377,19,4,-75,6188,26051,21,4,-71,6188,25089,16,4,-81,0,-1,13,4,-87
460016291512177.00 ,1509179072033.00 ,121.2123683,31.28788466,7,6188,26050,30,4,-53,6188,27394,19,4,-75,6188,27378,20,4,-73,6188,27377,19,4,-75,6188,26051,23,4,-67,6188,25089,15,4,-83,0,-1,12,4,-89
460016291512177.00 ,1509179074183.00 ,121.2122962,31.2878964,7,6188,26050,29,4,-55,6188,27394,20,4,-73,6188,27378,20,4,-73,6188,27377,19,4,-75,6188,26051,23,4,-67,6188,25089,15,4,-83,0,-1,12,4,-89
460016291512177.00 ,1509179076084.00 ,121.2121257,31.28796812,6,6188,26050,27,4,-59,6188,27394,20,4,-73,6188,27378,21,4,-71,6188,27377,19,4,-75,6188,26051,25,4,-63,6188,25089,16,4,-81,,,,,
460016291512177.00 ,1509179078202.00 ,121.2121257,31.28796812,6,6188,26050,28,4,-57,6188,27394,21,4,-71,6188,27378,21,4,-71,6188,27377,20,4,-73,6188,26051,25,4,-63,6188,25089,16,4,-81,,,,,
460016291512177.00 ,1509179080354.00 ,121.2119802,31.28809025,6,6188,26050,27,4,-59,6188,27394,21,4,-71,6188,27378,21,4,-71,6188,27377,20,4,-73,6188,26051,28,4,-57,6188,25089,14,4,-85,,,,,
460016291512177.00 ,1509179082513.00 ,121.2119802,31.28809025,7,6188,26050,28,4,-57,6188,27394,21,4,-71,6188,27378,21,4,-71,6188,27377,21,4,-71,6188,26051,28,4,-57,6188,25089,14,4,-85,0,-1,15,4,-83
460016291512177.00 ,1509179084382.00 ,121.2119013,31.2882087,6,6188,26050,28,4,-57,6188,27394,21,4,-71,6188,27378,21,4,-71,6188,27377,21,4,-71,6188,26051,28,4,-57,6188,26049,15,4,-83,,,,,
460016291512177.00 ,1509179086546.00 ,121.211685,31.28823408,7,6188,26050,27,4,-59,6188,27394,21,4,-71,6188,27378,21,4,-71,6188,27377,20,4,-73,6188,26051,30,4,-53,6188,26049,16,4,-81,0,-1,15,4,-83
460016291512177.00 ,1509179088682.00 ,121.2115065,31.28834828,7,6188,26050,28,4,-57,6188,27394,21,4,-71,6188,27378,21,4,-71,6188,27377,20,4,-73,6188,26051,30,4,-53,6188,26049,16,4,-81,0,-1,15,4,-83
460016291512177.00 ,1509179090565.00 ,121.2114727,31.2883712,7,6188,26051,31,4,-51,6188,27394,21,4,-71,6188,27378,21,4,-71,6188,27377,20,4,-73,6188,26049,16,4,-81,0,-1,15,4,-83,6188,26050,28,4,-57
460016291512177.00 ,1509179092707.00 ,121.2114018,31.28844675,7,6188,26051,31,4,-51,6188,27394,21,4,-71,6188,27378,21,4,-71,6188,27377,21,4,-71,6188,26049,18,4,-77,0,-1,15,4,-83,6188,26050,28,4,-57
460016291512177.00 ,1509179094856.00 ,121.2112582,31.28847235,7,6188,26051,31,4,-51,6188,27394,22,4,-69,6188,27378,21,4,-71,6188,27377,21,4,-71,6188,26049,18,4,-77,0,-1,15,4,-83,6188,26050,28,4,-57
460016291512177.00 ,1509179096730.00 ,121.2112166,31.28852141,7,6188,26051,31,4,-51,6188,27394,22,4,-69,6188,27378,21,4,-71,6188,27377,21,4,-71,6188,26049,21,4,-71,0,-1,15,4,-83,6188,26050,26,4,-61
460016291512177.00 ,1509179098885.00 ,121.2112538,31.28855459,7,6188,26051,31,4,-51,6188,27394,23,4,-67,6188,27378,21,4,-71,6188,27377,21,4,-71,6188,26049,21,4,-71,0,-1,15,4,-83,6188,26050,24,4,-65
460016291512177.00 ,1509179101045.00 ,121.2112899,31.28860901,7,6188,26051,31,4,-51,6188,27394,23,4,-67,6188,27378,21,4,-71,6188,27377,22,4,-69,6188,26049,23,4,-67,0,-1,15,4,-83,6188,26050,24,4,-65
460016291512177.00 ,1509179102940.00 ,121.2113482,31.28869107,7,6188,26051,31,4,-51,6188,27394,25,4,-63,6188,27378,21,4,-71,6188,27377,22,4,-69,6188,26049,23,4,-67,0,-1,16,4,-81,6188,26050,24,4,-65
460016291512177.00 ,1509179105075.00 ,121.2109742,31.28852061,7,6188,26051,31,4,-51,6188,27394,25,4,-63,6188,27378,22,4,-69,6188,27377,22,4,-69,6188,26049,25,4,-63,6188,27393,16,4,-81,6188,26050,22,4,-69
460016291512177.00 ,1509179107216.00 ,121.2109742,31.28852061,7,6188,26051,31,4,-51,6188,27394,27,4,-59,6188,27378,22,4,-69,6188,27377,24,4,-65,6188,26049,25,4,-63,6188,27393,18,4,-77,6188,26050,22,4,-69
460016291512177.00 ,1509179109107.00 ,121.2113706,31.28853115,7,6188,26051,31,4,-51,6188,27394,27,4,-59,6188,27378,21,4,-71,6188,27377,26,4,-61,6188,26049,30,4,-53,6188,27393,18,4,-77,6188,26050,20,4,-73
460016291512177.00 ,1509179111236.00 ,121.2113706,31.28853115,7,6188,26051,30,4,-53,6188,27394,29,4,-55,6188,27378,21,4,-71,6188,27377,26,4,-61,6188,26049,30,4,-53,6188,27393,19,4,-75,6188,26050,20,4,-73
460016291512177.00 ,1509179113385.00 ,121.211657,31.28874667,7,6188,26051,31,4,-51,6188,27394,29,4,-55,6188,27378,20,4,-73,6188,27377,26,4,-61,6188,26049,30,4,-53,6188,27393,19,4,-75,6188,26050,19,4,-75
460016291512177.00 ,1509179115543.00 ,121.211657,31.28874667,7,6188,26051,31,4,-51,6188,27394,28,4,-57,6188,27378,20,4,-73,6188,27377,27,4,-59,6188,26049,30,4,-53,6188,27393,19,4,-75,6188,26050,19,4,-75
460016291512177.00 ,1509179117413.00 ,121.2118057,31.28890855,7,6188,26051,29,4,-55,6188,27394,28,4,-57,6188,27378,20,4,-73,6188,27377,27,4,-59,6188,26049,30,4,-53,6188,27393,19,4,-75,6188,26050,19,4,-75
460016291512177.00 ,1509179119572.00 ,121.2119201,31.28931849,7,6188,26051,29,4,-55,6188,27394,29,4,-55,6188,27378,20,4,-73,6188,27377,27,4,-59,6188,26049,31,4,-51,6188,27393,20,4,-73,6188,26050,19,4,-75
460016291512177.00 ,1509179121717.00 ,121.2119913,31.28939804,7,6188,26051,29,4,-55,6188,27394,29,4,-55,6188,27378,20,4,-73,6188,27377,27,4,-59,6188,26049,31,4,-51,6188,27393,20,4,-73,6188,26050,19,4,-75
460016291512177.00 ,1509179123597.00 ,121.2120413,31.28950882,7,6188,26051,30,4,-53,6188,27394,29,4,-55,6188,27378,20,4,-73,6188,27377,28,4,-57,6188,26049,31,4,-51,6188,27393,20,4,-73,6188,26050,19,4,-75
460016291512177.00 ,1509179125736.00 ,121.2120555,31.28953171,6,6188,26049,27,4,-59,6188,27394,29,4,-55,6188,27378,21,4,-71,6188,27377,27,4,-59,6188,27393,20,4,-73,6188,26050,19,4,-75,,,,,
460016291512177.00 ,1509179127889.00 ,121.212142,31.28966583,6,6188,26049,26,4,-61,6188,27394,29,4,-55,6188,27378,21,4,-71,6188,27377,27,4,-59,6188,27393,20,4,-73,6188,26050,19,4,-75,,,,,
460016291512177.00 ,1509179129768.00 ,121.212161,31.28975581,7,6188,26049,28,4,-57,6188,27394,28,4,-57,6188,27378,20,4,-73,6188,27377,27,4,-59,6188,27393,22,4,-69,6188,26051,31,4,-51,0,-1,19,4,-75
460016291512177.00 ,1509179131918.00 ,121.2122022,31.28981798,7,6188,26049,29,4,-55,6188,27394,28,4,-57,6188,27378,20,4,-73,6188,27377,28,4,-57,6188,27393,23,4,-67,6188,26051,31,4,-51,0,-1,19,4,-75
460016291512177.00 ,1509179134073.00 ,121.212237,31.28990827,7,6188,26049,29,4,-55,6188,27394,29,4,-55,6188,27378,20,4,-73,6188,27377,28,4,-57,6188,27393,23,4,-67,6188,26051,31,4,-51,0,-1,19,4,-75
460016291512177.00 ,1509179135971.00 ,121.2122807,31.29000084,7,6188,26049,28,4,-57,6188,27394,29,4,-55,6188,27378,19,4,-75,6188,27377,28,4,-57,6188,27393,23,4,-67,6188,26051,31,4,-51,6188,22673,19,4,-75
460016291512177.00 ,1509179138097.00 ,121.2123343,31.29008089,7,6188,26049,28,4,-57,6188,27394,29,4,-55,6188,27378,19,4,-75,6188,27377,28,4,-57,6188,27393,23,4,-67,6188,26051,31,4,-51,6188,22673,19,4,-75
460016291512177.00 ,1509179140249.00 ,121.2123343,31.29008089,7,6188,26049,29,4,-55,6188,27394,29,4,-55,6188,27378,19,4,-75,6188,27377,27,4,-59,6188,27393,24,4,-65,6188,26051,31,4,-51,6188,22673,18,4,-77
460016291512177.00 ,1509179142161.00 ,121.2124155,31.29019315,6,6188,26051,29,4,-55,6188,27378,19,4,-75,6188,27377,27,4,-59,6188,27393,24,4,-65,6188,22673,18,4,-77,6188,26049,29,4,-55,,,,,
460016291512177.00 ,1509179144307.00 ,121.2124155,31.29019315,6,6188,26051,29,4,-55,6188,27378,20,4,-73,6188,27377,28,4,-57,6188,27393,24,4,-65,6188,22673,17,4,-79,6188,26049,29,4,-55,,,,,
460016291512177.00 ,1509179146419.00 ,121.2124899,31.29034415,6,6188,26051,27,4,-59,6188,27378,20,4,-73,6188,27377,28,4,-57,6188,27393,24,4,-65,6188,26049,29,4,-55,6188,27394,29,4,-55,,,,,
460016291512177.00 ,1509179148574.00 ,121.2127218,31.29062417,7,6188,26051,26,4,-61,6188,27378,20,4,-73,6188,27377,28,4,-57,6188,27393,24,4,-65,6188,26049,28,4,-57,6188,27394,29,4,-55,0,-1,19,4,-75
460016291512177.00 ,1509179150444.00 ,121.2128117,31.29066055,7,6188,26051,27,4,-59,6188,27378,20,4,-73,6188,27377,28,4,-57,6188,27393,23,4,-67,6188,26049,28,4,-57,6188,27394,29,4,-55,6188,27395,18,4,-77
460016291512177.00 ,1509179152606.00 ,121.2128569,31.29079519,7,6188,26051,29,4,-55,6188,27378,21,4,-71,6188,27377,29,4,-55,6188,27393,23,4,-67,6188,26049,27,4,-59,6188,27394,29,4,-55,6188,27395,18,4,-77
460016291512177.00 ,1509179154747.00 ,121.2128841,31.29086145,7,6188,26051,30,4,-53,6188,27378,21,4,-71,6188,27377,29,4,-55,6188,27393,23,4,-67,6188,26049,27,4,-59,6188,27394,28,4,-57,6188,27395,18,4,-77
460016291512177.00 ,1509179156627.00 ,121.2129175,31.29091711,7,6188,26051,31,4,-51,6188,27378,21,4,-71,6188,27377,29,4,-55,6188,27393,23,4,-67,6188,26049,27,4,-59,6188,27394,28,4,-57,6188,27395,18,4,-77
460016291512177.00 ,1509179158777.00 ,121.2129546,31.29098599,7,6188,26051,30,4,-53,6188,27378,21,4,-71,6188,27377,28,4,-57,6188,27393,22,4,-69,6188,26049,27,4,-59,6188,27394,27,4,-59,6188,27395,18,4,-77
460016291512177.00 ,1509179160924.00 ,121.2129838,31.29106516,7,6188,26051,29,4,-55,6188,27378,20,4,-73,6188,27377,28,4,-57,6188,27393,22,4,-69,6188,26049,27,4,-59,6188,27394,27,4,-59,6188,27395,18,4,-77
460016291512177.00 ,1509179163072.00 ,121.2130386,31.29121036,7,6188,26051,26,4,-61,6188,27378,20,4,-73,6188,27377,28,4,-57,6188,27393,21,4,-71,6188,26049,27,4,-59,6188,27394,27,4,-59,6188,27395,18,4,-77
460016291512177.00 ,1509179164951.00 ,121.2130746,31.29133302,7,6188,26051,25,4,-63,6188,27378,19,4,-75,6188,27377,28,4,-57,6188,27393,21,4,-71,6188,26049,27,4,-59,6188,27394,27,4,-59,6188,27395,18,4,-77
460016291512177.00 ,1509179167106.00 ,121.2130949,31.29146813,7,6188,26051,25,4,-63,6188,27378,19,4,-75,6188,27377,27,4,-59,6188,27393,20,4,-73,6188,26049,28,4,-57,6188,27394,27,4,-59,6188,27395,19,4,-75
460016291512177.00 ,1509179169000.00 ,121.2130949,31.29146813,5,6188,26049,30,4,-53,6188,27378,20,4,-73,6188,27393,20,4,-73,6188,27394,27,4,-59,6188,26051,24,4,-65,,,,,,,,,,
460016291512177.00 ,1509179171136.00 ,121.2131427,31.29160014,6,6188,26049,30,4,-53,6188,27378,20,4,-73,6188,27393,21,4,-71,6188,27394,26,4,-61,6188,26051,24,4,-65,6188,27377,27,4,-59,,,,,
460016291512177.00 ,1509179173314.00 ,121.2131427,31.29160014,6,6188,26049,29,4,-55,6188,27378,21,4,-71,6188,27393,21,4,-71,6188,27394,26,4,-61,6188,26051,24,4,-65,6188,27377,27,4,-59,,,,,
460016291512177.00 ,1509179175424.00 ,121.2132327,31.29174503,7,6188,26049,29,4,-55,6188,27378,21,4,-71,6188,27393,22,4,-69,6188,27394,25,4,-63,6188,26051,24,4,-65,6188,27377,28,4,-57,6188,26050,18,4,-77
460016291512177.00 ,1509179177309.00 ,121.2132327,31.29174503,7,6188,26049,29,4,-55,6188,27378,21,4,-71,6188,27393,22,4,-69,6188,27394,25,4,-63,6188,26051,25,4,-63,6188,27377,28,4,-57,6188,26050,19,4,-75
460016291512177.00 ,1509179179450.00 ,121.2132416,31.29190574,7,6188,26049,30,4,-53,6188,27378,21,4,-71,6188,27393,22,4,-69,6188,27394,25,4,-63,6188,26051,25,4,-63,6188,27377,28,4,-57,6188,26050,19,4,-75
460016291512177.00 ,1509179181608.00 ,121.2133168,31.29213752,7,6188,26049,28,4,-57,6188,27378,22,4,-69,6188,27393,22,4,-69,6188,27394,25,4,-63,6188,26051,25,4,-63,6188,27377,29,4,-55,6188,26050,21,4,-71
460016291512177.00 ,1509179183478.00 ,121.2133246,31.29212029,7,6188,26049,27,4,-59,6188,27378,23,4,-67,6188,27393,22,4,-69,6188,27394,25,4,-63,6188,26051,24,4,-65,6188,27377,29,4,-55,6188,26050,21,4,-71
460016291512177.00 ,1509179185637.00 ,121.2133421,31.2923105,7,6188,26049,26,4,-61,6188,27378,23,4,-67,6188,27393,22,4,-69,6188,27394,25,4,-63,6188,26051,24,4,-65,6188,27377,28,4,-57,6188,26050,21,4,-71
460016291512177.00 ,1509179187772.00 ,121.2133581,31.2922924,7,6188,26049,26,4,-61,6188,27378,22,4,-69,6188,27393,22,4,-69,6188,27394,24,4,-65,6188,26051,24,4,-65,6188,27377,28,4,-57,6188,26050,20,4,-73
460016291512177.00 ,1509179189678.00 ,121.2133621,31.29237719,6,6188,27377,28,4,-57,6188,27378,21,4,-71,6188,27393,22,4,-69,6188,27394,24,4,-65,6188,26051,24,4,-65,6188,26050,20,4,-73,,,,,
460016291512177.00 ,1509179191801.00 ,121.2134149,31.2924965,7,6188,27377,28,4,-57,6188,27378,21,4,-71,6188,27393,22,4,-69,6188,27394,24,4,-65,6188,26051,23,4,-67,6188,26050,19,4,-75,6188,26049,26,4,-61
460016291512177.00 ,1509179193962.00 ,121.2134541,31.29258367,6,6188,27377,27,4,-59,6188,27378,21,4,-71,6188,27393,22,4,-69,6188,27394,23,4,-67,6188,26051,23,4,-67,6188,26049,25,4,-63,,,,,
460016291512177.00 ,1509179196112.00 ,121.2134824,31.29267643,6,6188,27377,25,4,-63,6188,27378,22,4,-69,6188,27393,22,4,-69,6188,27394,23,4,-67,6188,26051,23,4,-67,6188,26049,25,4,-63,,,,,
460016291512177.00 ,1509179197990.00 ,121.2134455,31.29273644,7,6188,27377,25,4,-63,6188,27378,22,4,-69,6188,27393,22,4,-69,6188,27394,21,4,-71,6188,26051,23,4,-67,6188,26049,25,4,-63,6182,41233,22,4,-69
460016291512177.00 ,1509179200139.00 ,121.2131437,31.29281613,7,6188,27377,24,4,-65,6188,27378,21,4,-71,6188,27393,22,4,-69,6188,27394,21,4,-71,6188,26051,21,4,-71,6188,26049,25,4,-63,6182,41233,22,4,-69
460016291512177.00 ,1509179202110.00 ,121.2131437,31.29281613,6,6188,27377,23,4,-67,6188,27378,21,4,-71,6188,27393,22,4,-69,6188,26051,21,4,-71,6188,26049,25,4,-63,6182,41233,22,4,-69,,,,,
460016291512177.00 ,1509179204163.00 ,121.2130121,31.29288185,7,6188,27377,22,4,-69,6188,27378,21,4,-71,6188,27393,22,4,-69,6188,26051,21,4,-71,6188,26049,25,4,-63,6182,41233,22,4,-69,0,-1,20,4,-73
460016291512177.00 ,1509179206312.00 ,121.2130121,31.29288185,5,6188,26049,22,4,-69,6188,27378,21,4,-71,6188,26051,21,4,-71,0,-1,20,4,-73,6188,27377,21,4,-71,,,,,,,,,,
460016291512177.00 ,1509179208455.00 ,121.2128123,31.29292612,4,6188,26049,24,4,-65,6188,26051,21,4,-71,0,-1,20,4,-73,6188,27377,20,4,-73,,,,,,,,,,,,,,,
460016291512177.00 ,1509179210340.00 ,121.212612,31.29299548,6,6188,26049,24,4,-65,6188,26051,21,4,-71,0,-1,20,4,-73,6188,27377,20,4,-73,6188,27393,20,4,-73,0,-1,19,4,-75,,,,,
460016291512177.00 ,1509179212484.00 ,121.2126001,31.2930274,6,6188,26049,24,4,-65,6188,26051,21,4,-71,0,-1,20,4,-73,6188,27377,22,4,-69,6188,27393,20,4,-73,6188,27394,19,4,-75,,,,,
460016291512177.00 ,1509179214640.00 ,121.2124825,31.29303994,6,6188,26049,23,4,-67,6188,26051,22,4,-69,0,-1,20,4,-73,6188,27377,22,4,-69,6188,27393,20,4,-73,6188,27394,19,4,-75,,,,,
460016291512177.00 ,1509179216786.00 ,121.2123856,31.29302323,6,6188,26049,25,4,-63,6188,26051,22,4,-69,0,-1,21,4,-71,6188,27377,22,4,-69,6188,27393,20,4,-73,6188,27394,19,4,-75,,,,,
460016291512177.00 ,1509179218663.00 ,121.2122821,31.29300646,6,6188,26049,25,4,-63,6188,26051,22,4,-69,0,-1,20,4,-73,6188,27377,22,4,-69,6188,27393,20,4,-73,6188,27394,18,4,-77,,,,,
460016291512177.00 ,1509179220803.00 ,121.2121842,31.29297211,6,6188,26049,23,4,-67,6188,26051,22,4,-69,0,-1,20,4,-73,6188,27377,23,4,-67,6188,27393,18,4,-77,6188,27394,19,4,-75,,,,,
460016291512177.00 ,1509179222707.00 ,121.2120388,31.29295451,6,6188,26049,24,4,-65,6188,26051,21,4,-71,0,-1,20,4,-73,6188,27377,23,4,-67,6188,27393,18,4,-77,6188,27394,19,4,-75,,,,,
460016291512177.00 ,1509179224842.00 ,121.2119429,31.29299021,5,6188,26049,22,4,-69,6188,26051,21,4,-71,0,-1,20,4,-73,6188,27377,23,4,-67,6188,27394,19,4,-75,,,,,,,,,,
460016291512177.00 ,1509179226984.00 ,121.2118985,31.29302979,6,6188,26049,22,4,-69,6188,26051,21,4,-71,6182,44775,20,4,-73,6188,27377,23,4,-67,6188,27394,19,4,-75,6182,41234,17,4,-79,,,,,
460016291512177.00 ,1509179229142.00 ,121.2117542,31.29306155,6,6188,26049,21,4,-71,6188,26051,21,4,-71,6182,44775,20,4,-73,6188,27377,24,4,-65,6188,27394,19,4,-75,6188,27393,18,4,-77,,,,,
460016291512177.00 ,1509179231015.00 ,121.2115673,31.29309918,6,6188,26049,21,4,-71,6188,26051,20,4,-73,6182,44775,19,4,-75,6188,27377,22,4,-69,6188,27394,19,4,-75,6188,27393,18,4,-77,,,,,
460016291512177.00 ,1509179233177.00 ,121.2115673,31.29309918,5,6188,27377,25,4,-63,6182,44775,19,4,-75,6188,27394,19,4,-75,6188,27393,18,4,-77,6188,26049,20,4,-73,,,,,,,,,,
460016291512177.00 ,1509179235310.00 ,121.2114171,31.29307263,6,6188,27377,24,4,-65,6182,44775,19,4,-75,6188,27394,19,4,-75,6188,27393,19,4,-75,6188,26049,20,4,-73,6188,26051,20,4,-73,,,,,
460016291512177.00 ,1509179237466.00 ,121.2114171,31.29307263,7,6188,27377,25,4,-63,6182,44775,19,4,-75,6188,27394,19,4,-75,6188,27393,19,4,-75,6188,26049,20,4,-73,6188,26051,19,4,-75,0,-1,29,4,-55
460016291512177.00 ,1509179239334.00 ,121.211093,31.29309002,7,6188,27377,25,4,-63,6182,44775,19,4,-75,6188,27394,20,4,-73,6188,27393,20,4,-73,6188,26049,19,4,-75,6188,26051,19,4,-75,6182,41233,25,4,-63
460016291512177.00 ,1509179241483.00 ,121.2108462,31.29304954,7,6188,27377,24,4,-65,6182,44775,19,4,-75,6188,27394,20,4,-73,6188,27393,20,4,-73,6188,26049,19,4,-75,6188,26051,19,4,-75,6182,41233,25,4,-63
460016291512177.00 ,1509179243394.00 ,121.21083,31.2930453,7,6188,27377,23,4,-67,6182,44775,19,4,-75,6188,27394,19,4,-75,6188,27393,20,4,-73,6188,26049,18,4,-77,6188,26051,19,4,-75,6182,41233,26,4,-61
460016291512177.00 ,1509179245516.00 ,121.210725,31.29304369,7,6188,27377,24,4,-65,6182,44775,20,4,-73,6188,27394,19,4,-75,6188,27393,20,4,-73,6188,26049,18,4,-77,6188,26051,18,4,-77,6182,41233,26,4,-61
460016291512177.00 ,1509179247678.00 ,121.2106114,31.29304163,7,6188,27377,25,4,-63,6182,44775,20,4,-73,6188,27394,19,4,-75,6188,27393,21,4,-71,6188,26051,18,4,-77,6182,41233,27,4,-59,6182,41234,19,4,-75
460016291512177.00 ,1509179249809.00 ,121.2105109,31.29306668,7,6188,27377,25,4,-63,6182,44775,20,4,-73,6188,27394,19,4,-75,6188,27393,21,4,-71,6188,26051,18,4,-77,6182,41233,27,4,-59,6182,41234,19,4,-75
460016291512177.00 ,1509179251696.00 ,121.2103921,31.29313201,4,6182,41233,26,4,-61,6182,44775,21,4,-71,6188,27393,20,4,-73,6182,41234,19,4,-75,,,,,,,,,,,,,,,
460016291512177.00 ,1509179253839.00 ,121.2103361,31.2931478,5,6182,41233,26,4,-61,6182,44775,22,4,-69,6188,27393,20,4,-73,6182,41234,19,4,-75,0,-1,20,4,-73,,,,,,,,,,
460016291512177.00 ,1509179256001.00 ,121.2102026,31.29318159,7,6182,41233,26,4,-61,6182,44775,23,4,-67,6188,27393,20,4,-73,6182,41234,19,4,-75,0,-1,21,4,-71,6188,27377,25,4,-63,0,-1,21,4,-71
460016291512177.00 ,1509179257885.00 ,121.2100877,31.29318798,7,6182,41233,26,4,-61,6182,44775,23,4,-67,6188,27393,21,4,-71,6182,41234,19,4,-75,0,-1,21,4,-71,6188,27377,24,4,-65,6182,44754,20,4,-73
460016291512177.00 ,1509179260017.00 ,121.2099918,31.29322434,7,6182,41233,26,4,-61,6182,44775,23,4,-67,6188,27393,21,4,-71,6182,41234,19,4,-75,6182,44757,21,4,-71,6188,27377,24,4,-65,6182,44754,20,4,-73
460016291512177.00 ,1509179262174.00 ,121.2098777,31.29323752,7,6182,41233,27,4,-59,6182,44775,23,4,-67,6188,27393,21,4,-71,6182,41234,19,4,-75,6182,44757,21,4,-71,6188,27377,23,4,-67,6182,44754,20,4,-73
460016291512177.00 ,1509179264309.00 ,121.2097186,31.2932301,7,6182,41233,27,4,-59,6182,44775,23,4,-67,6188,27393,21,4,-71,6182,41234,18,4,-77,6182,44757,21,4,-71,6188,27377,23,4,-67,6182,44754,20,4,-73
460016291512177.00 ,1509179266198.00 ,121.2095739,31.29323725,7,6182,41233,26,4,-61,6182,44775,22,4,-69,6188,27393,21,4,-71,6182,41234,18,4,-77,6182,44757,21,4,-71,6188,27377,21,4,-71,6182,44754,20,4,-73
460016291512177.00 ,1509179268346.00 ,121.2094418,31.293249,6,6182,41233,27,4,-59,6182,44775,22,4,-69,6188,27393,21,4,-71,6182,44757,21,4,-71,6188,27377,21,4,-71,6182,44754,19,4,-75,,,,,
460016291512177.00 ,1509179270491.00 ,121.2093281,31.29325322,6,6182,41233,29,4,-55,6182,44775,21,4,-71,6188,27393,22,4,-69,6182,44757,21,4,-71,6188,27377,21,4,-71,6182,44754,19,4,-75,,,,,
460016291512177.00 ,1509179272372.00 ,121.2091248,31.29325458,6,6182,41233,29,4,-55,6182,44775,21,4,-71,6188,27393,22,4,-69,6182,44757,20,4,-73,6188,27377,21,4,-71,6182,44754,19,4,-75,,,,,
