MRTime,Longitude,Latitude,RNCID_1,CellID_1,SignalLevel_1,RSSI_1,RNCID_2,CellID_2,SignalLevel_2,RSSI_2,RNCID_3,CellID_3,SignalLevel_3,RSSI_3,RNCID_4,CellID_4,SignalLevel_4,RSSI_4,RNCID_5,CellID_5,SignalLevel_5,RSSI_5,RNCID_6,CellID_6,SignalLevel_6,RSSI_6,RNCID_7,CellID_7,SignalLevel_7,RSSI_7,邻接基站个数,id_combine
1.51e+12,121.2057007,31.29292241,6182,41235,4,-57,6188,27393,4,-71,6182.0,44754.0,4.0,-77.0,6182.0,40789.0,4.0,-79.0,0.0,-1.0,4.0,-81.0,,,,,,,,,5,47417
1.51e+12,121.2057007,31.29292241,6182,41235,4,-57,6188,27393,4,-73,6182.0,44754.0,4.0,-77.0,6182.0,40789.0,4.0,-81.0,6182.0,44757.0,4.0,-81.0,0.0,-1.0,4.0,-57.0,,,,,6,47417
1.51e+12,121.2055801,31.2928816,6182,41235,4,-57,6188,27393,4,-73,6182.0,44754.0,4.0,-77.0,6182.0,40789.0,4.0,-81.0,6182.0,44757.0,4.0,-81.0,0.0,-1.0,4.0,-57.0,,,,,6,47417
1.51e+12,121.2055801,31.2928816,6182,41235,4,-55,6188,27393,4,-73,6182.0,44754.0,4.0,-77.0,6182.0,40789.0,4.0,-81.0,6182.0,44757.0,4.0,-79.0,0.0,-1.0,4.0,-57.0,,,,,6,47417
1.51e+12,121.2054699,31.29288141,6182,41235,4,-55,6188,27393,4,-73,6182.0,44754.0,4.0,-77.0,6182.0,40789.0,4.0,-81.0,6182.0,44757.0,4.0,-79.0,0.0,-1.0,4.0,-57.0,,,,,6,47417
1.51e+12,121.2054699,31.29288141,6182,41235,4,-53,6188,27393,4,-73,6182.0,44754.0,4.0,-75.0,6182.0,44757.0,4.0,-79.0,6182.0,41233.0,4.0,-59.0,0.0,-1.0,4.0,-83.0,,,,,6,47417
1.51e+12,121.2053847,31.29286665,6182,41235,4,-53,6188,27393,4,-73,6182.0,44754.0,4.0,-75.0,6182.0,44757.0,4.0,-79.0,6182.0,41233.0,4.0,-59.0,0.0,-1.0,4.0,-83.0,,,,,6,47417
1.51e+12,121.2053847,31.29286665,6182,41235,4,-53,6188,27393,4,-73,6182.0,44754.0,4.0,-75.0,6182.0,44757.0,4.0,-81.0,6182.0,41233.0,4.0,-59.0,0.0,-1.0,4.0,-81.0,,,,,6,47417
1.51e+12,121.2052981,31.29289825,6182,41235,4,-53,6188,27393,4,-73,6182.0,44754.0,4.0,-75.0,6182.0,44757.0,4.0,-81.0,6182.0,41233.0,4.0,-59.0,0.0,-1.0,4.0,-81.0,,,,,6,47417
1.51e+12,121.2052981,31.29289825,6182,41235,4,-53,6188,27393,4,-73,6182.0,44754.0,4.0,-73.0,6182.0,44757.0,4.0,-81.0,6182.0,41233.0,4.0,-59.0,0.0,-1.0,4.0,-81.0,,,,,6,47417
1.51e+12,121.205265,31.29293498,6182,41235,4,-53,6188,27393,4,-73,6182.0,44754.0,4.0,-73.0,6182.0,44757.0,4.0,-81.0,6182.0,41233.0,4.0,-59.0,0.0,-1.0,4.0,-81.0,,,,,6,47417
1.51e+12,121.205265,31.29293498,6182,41235,4,-53,6188,27393,4,-73,6182.0,44754.0,4.0,-73.0,6182.0,44757.0,4.0,-79.0,6182.0,41233.0,4.0,-61.0,0.0,-1.0,4.0,-81.0,,,,,6,47417
1.51e+12,121.2052165,31.29293484,6182,41235,4,-53,6188,27393,4,-73,6182.0,44754.0,4.0,-73.0,6182.0,44757.0,4.0,-79.0,6182.0,41233.0,4.0,-61.0,0.0,-1.0,4.0,-81.0,,,,,6,47417
1.51e+12,121.2052165,31.29293484,6182,41235,4,-53,6188,27393,4,-71,6182.0,44754.0,4.0,-73.0,6182.0,44757.0,4.0,-79.0,6182.0,41233.0,4.0,-63.0,0.0,-1.0,4.0,-79.0,,,,,6,47417
1.51e+12,121.2051613,31.29293491,6182,41235,4,-53,6188,27393,4,-71,6182.0,44754.0,4.0,-73.0,6182.0,44757.0,4.0,-79.0,6182.0,41233.0,4.0,-63.0,0.0,-1.0,4.0,-79.0,,,,,6,47417
1.51e+12,121.2051613,31.29293491,6182,41235,4,-53,6188,27393,4,-71,6182.0,44754.0,4.0,-73.0,6182.0,44757.0,4.0,-79.0,6182.0,41233.0,4.0,-63.0,0.0,-1.0,4.0,-77.0,,,,,6,47417
1.51e+12,121.2050973,31.29294777,6182,41235,4,-53,6188,27393,4,-71,6182.0,44754.0,4.0,-73.0,6182.0,44757.0,4.0,-79.0,6182.0,41233.0,4.0,-63.0,0.0,-1.0,4.0,-77.0,,,,,6,47417
1.51e+12,121.2050973,31.29294777,6182,41235,4,-53,6188,27393,4,-71,6182.0,44754.0,4.0,-71.0,6182.0,44757.0,4.0,-79.0,6182.0,41233.0,4.0,-63.0,0.0,-1.0,4.0,-77.0,,,,,6,47417
1.51e+12,121.2050092,31.29296809,6182,41235,4,-53,6188,27393,4,-71,6182.0,44754.0,4.0,-71.0,6182.0,44757.0,4.0,-79.0,6182.0,41233.0,4.0,-63.0,0.0,-1.0,4.0,-77.0,,,,,6,47417
1.51e+12,121.2050092,31.29296809,6182,41235,4,-53,6188,27393,4,-71,6182.0,44754.0,4.0,-71.0,6182.0,44757.0,4.0,-79.0,6182.0,41233.0,4.0,-63.0,0.0,-1.0,4.0,-75.0,,,,,6,47417
1.51e+12,121.2049292,31.29298727,6182,41235,4,-53,6188,27393,4,-71,6182.0,44754.0,4.0,-71.0,6182.0,44757.0,4.0,-79.0,6182.0,41233.0,4.0,-63.0,0.0,-1.0,4.0,-75.0,,,,,6,47417
1.51e+12,121.2049292,31.29298727,6182,41235,4,-57,6188,27393,4,-71,6182.0,44754.0,4.0,-71.0,6182.0,44757.0,4.0,-79.0,6182.0,41233.0,4.0,-65.0,0.0,-1.0,4.0,-75.0,,,,,6,47417
1.51e+12,121.2048414,31.293013,6182,41235,4,-57,6188,27393,4,-71,6182.0,44754.0,4.0,-71.0,6182.0,44757.0,4.0,-79.0,6182.0,41233.0,4.0,-65.0,0.0,-1.0,4.0,-75.0,,,,,6,47417
1.51e+12,121.2048414,31.293013,6182,41235,4,-53,6188,27393,4,-71,6182.0,44754.0,4.0,-71.0,6182.0,44757.0,4.0,-79.0,6182.0,41233.0,4.0,-65.0,0.0,-1.0,4.0,-79.0,,,,,6,47417
1.51e+12,121.2046691,31.29304704,6182,41235,4,-53,6188,27393,4,-71,6182.0,44754.0,4.0,-71.0,6182.0,44757.0,4.0,-79.0,6182.0,41233.0,4.0,-65.0,0.0,-1.0,4.0,-79.0,,,,,6,47417
1.51e+12,121.2046691,31.29304704,6182,41235,4,-51,6188,27393,4,-71,6182.0,44754.0,4.0,-73.0,6182.0,44757.0,4.0,-79.0,6182.0,41233.0,4.0,-67.0,0.0,-1.0,4.0,-79.0,,,,,6,47417
1.51e+12,121.204525,31.29304822,6182,41235,4,-51,6188,27393,4,-71,6182.0,44754.0,4.0,-73.0,6182.0,44757.0,4.0,-79.0,6182.0,41233.0,4.0,-67.0,0.0,-1.0,4.0,-79.0,,,,,6,47417
1.51e+12,121.204525,31.29304822,6182,41235,4,-51,6188,27393,4,-71,6182.0,44754.0,4.0,-73.0,6182.0,44757.0,4.0,-77.0,6182.0,41233.0,4.0,-67.0,0.0,-1.0,4.0,-79.0,,,,,6,47417
1.51e+12,121.2043792,31.29305186,6182,41235,4,-51,6188,27393,4,-71,6182.0,44754.0,4.0,-73.0,6182.0,44757.0,4.0,-77.0,6182.0,41233.0,4.0,-67.0,0.0,-1.0,4.0,-79.0,,,,,6,47417
1.51e+12,121.2043792,31.29305186,6182,41235,4,-51,6188,27393,4,-73,6182.0,44754.0,4.0,-73.0,6182.0,44757.0,4.0,-77.0,6182.0,41233.0,4.0,-65.0,0.0,-1.0,4.0,-79.0,,,,,6,47417
1.51e+12,121.2042592,31.29304005,6182,41235,4,-51,6188,27393,4,-73,6182.0,44754.0,4.0,-73.0,6182.0,44757.0,4.0,-77.0,6182.0,41233.0,4.0,-65.0,0.0,-1.0,4.0,-79.0,,,,,6,47417
1.51e+12,121.2042592,31.29304005,6182,41235,4,-51,6188,27393,4,-77,6182.0,44754.0,4.0,-73.0,6182.0,44757.0,4.0,-77.0,6182.0,41233.0,4.0,-65.0,0.0,-1.0,4.0,-79.0,,,,,6,47417
1.51e+12,121.2041662,31.29304081,6182,41235,4,-51,6188,27393,4,-77,6182.0,44754.0,4.0,-73.0,6182.0,44757.0,4.0,-77.0,6182.0,41233.0,4.0,-65.0,0.0,-1.0,4.0,-79.0,,,,,6,47417
1.51e+12,121.2041662,31.29304081,6182,41235,4,-51,6188,27393,4,-77,6182.0,44754.0,4.0,-75.0,6182.0,44757.0,4.0,-77.0,6182.0,41233.0,4.0,-65.0,0.0,-1.0,4.0,-79.0,,,,,6,47417
1.51e+12,121.2040705,31.29305213,6182,41235,4,-51,6188,27393,4,-77,6182.0,44754.0,4.0,-75.0,6182.0,44757.0,4.0,-77.0,6182.0,41233.0,4.0,-65.0,0.0,-1.0,4.0,-79.0,,,,,6,47417
1.51e+12,121.2040705,31.29305213,6182,41235,4,-51,6188,27393,4,-79,6182.0,44754.0,4.0,-75.0,6182.0,44757.0,4.0,-75.0,6182.0,41233.0,4.0,-65.0,0.0,-1.0,4.0,-81.0,,,,,6,47417
1.51e+12,121.2038737,31.29301379,6182,41235,4,-51,6188,27393,4,-79,6182.0,44754.0,4.0,-77.0,6182.0,44757.0,4.0,-73.0,6182.0,41233.0,4.0,-67.0,0.0,-1.0,4.0,-81.0,,,,,6,47417
1.51e+12,121.2037135,31.29303378,6182,41235,4,-51,6188,27393,4,-81,6182.0,44754.0,4.0,-77.0,6182.0,44757.0,4.0,-73.0,6182.0,41233.0,4.0,-67.0,0.0,-1.0,4.0,-83.0,,,,,6,47417
1.51e+12,121.2035548,31.29305704,6182,41235,4,-51,6188,27393,4,-81,6182.0,44754.0,4.0,-75.0,6182.0,44757.0,4.0,-73.0,6182.0,41233.0,4.0,-65.0,,,,,,,,,5,47417
1.51e+12,121.2034991,31.29304822,6182,41235,4,-51,6188,27393,4,-83,6182.0,44754.0,4.0,-75.0,6182.0,44757.0,4.0,-73.0,6182.0,41233.0,4.0,-65.0,,,,,,,,,5,47417
1.51e+12,121.2033098,31.29306438,6182,41235,4,-51,6182,44754,4,-73,6182.0,44757.0,4.0,-73.0,6182.0,41233.0,4.0,-65.0,,,,,,,,,,,,,4,47417
1.51e+12,121.2031384,31.29306278,6182,41235,4,-53,6182,44754,4,-73,6182.0,44757.0,4.0,-77.0,6182.0,41233.0,4.0,-65.0,,,,,,,,,,,,,4,47417
1.51e+12,121.2029365,31.29307098,6182,41235,4,-57,6182,44754,4,-73,6182.0,44757.0,4.0,-77.0,6182.0,41233.0,4.0,-65.0,,,,,,,,,,,,,4,47417
1.51e+12,121.2027291,31.29308971,6182,41235,4,-63,6182,44754,4,-73,6182.0,44757.0,4.0,-77.0,6182.0,41233.0,4.0,-71.0,0.0,-1.0,4.0,-81.0,,,,,,,,,5,47417
1.51e+12,121.2025255,31.29307465,6182,41235,4,-63,6182,44754,4,-71,6182.0,44757.0,4.0,-77.0,6182.0,41233.0,4.0,-75.0,0.0,-1.0,4.0,-81.0,,,,,,,,,5,47417
1.51e+12,121.2023408,31.29300498,6182,41235,4,-63,6182,44754,4,-71,6182.0,44757.0,4.0,-79.0,6182.0,41233.0,4.0,-75.0,0.0,-1.0,4.0,-79.0,,,,,,,,,5,47417
1.51e+12,121.2021864,31.2929201,6182,41235,4,-63,6182,44754,4,-71,6182.0,44757.0,4.0,-79.0,6182.0,41233.0,4.0,-75.0,0.0,-1.0,4.0,-79.0,,,,,,,,,5,47417
1.51e+12,121.2020306,31.29281484,6182,41235,4,-61,6182,44754,4,-71,6182.0,44757.0,4.0,-79.0,6182.0,41233.0,4.0,-75.0,0.0,-1.0,4.0,-79.0,6188.0,27393.0,4.0,-81.0,,,,,6,47417
1.51e+12,121.20193,31.29269091,6182,41235,4,-61,6182,44754,4,-71,6182.0,44757.0,4.0,-79.0,6182.0,41233.0,4.0,-81.0,0.0,-1.0,4.0,-79.0,6188.0,27393.0,4.0,-81.0,,,,,6,47417
1.51e+12,121.2017842,31.29255981,6182,41235,4,-61,6182,44754,4,-71,6182.0,44757.0,4.0,-81.0,6182.0,41233.0,4.0,-81.0,6188.0,27393.0,4.0,-77.0,0.0,-1.0,4.0,-77.0,,,,,6,47417
1.51e+12,121.2016761,31.29244761,6182,41235,4,-63,6182,44754,4,-69,6182.0,44757.0,4.0,-81.0,6182.0,41233.0,4.0,-83.0,6188.0,27393.0,4.0,-77.0,6182.0,13394.0,4.0,-75.0,,,,,6,47417
1.51e+12,121.201569,31.29235821,6182,41235,4,-63,6182,44754,4,-69,6182.0,44757.0,4.0,-77.0,6182.0,41233.0,4.0,-83.0,6188.0,27393.0,4.0,-75.0,6182.0,13394.0,4.0,-75.0,,,,,6,47417
1.51e+12,121.2015045,31.29226898,6182,41235,4,-65,6182,44754,4,-69,6182.0,44757.0,4.0,-77.0,6182.0,41233.0,4.0,-81.0,6188.0,27393.0,4.0,-75.0,6182.0,13394.0,4.0,-73.0,,,,,6,47417
1.51e+12,121.2014053,31.29216225,6182,41235,4,-69,6182,44754,4,-69,6182.0,44757.0,4.0,-77.0,6182.0,41233.0,4.0,-81.0,6188.0,27393.0,4.0,-77.0,6182.0,13394.0,4.0,-73.0,,,,,6,47417
1.51e+12,121.2013037,31.29205553,6182,41235,4,-71,6182,44754,4,-71,6182.0,44757.0,4.0,-77.0,6188.0,27393.0,4.0,-77.0,6182.0,13394.0,4.0,-71.0,,,,,,,,,5,47417
1.51e+12,121.2012583,31.29194476,6182,41235,4,-75,6182,44754,4,-71,6182.0,44757.0,4.0,-77.0,6188.0,27393.0,4.0,-77.0,6182.0,13394.0,4.0,-71.0,,,,,,,,,5,47417
1.51e+12,121.2012178,31.29179386,6182,41235,4,-75,6182,44754,4,-71,6182.0,44757.0,4.0,-77.0,6188.0,27393.0,4.0,-77.0,6182.0,13394.0,4.0,-71.0,,,,,,,,,5,47417
1.51e+12,121.2012049,31.29167789,6182,41235,4,-71,6182,44754,4,-71,6182.0,44757.0,4.0,-77.0,6188.0,27393.0,4.0,-79.0,6182.0,13394.0,4.0,-71.0,,,,,,,,,5,47417
1.51e+12,121.2012302,31.29157441,6182,41235,4,-69,6182,44754,4,-71,6182.0,44757.0,4.0,-77.0,6188.0,27393.0,4.0,-79.0,6182.0,13394.0,4.0,-71.0,6182.0,40789.0,4.0,-83.0,,,,,6,47417
1.51e+12,121.2012883,31.2914702,6182,41235,4,-73,6182,44754,4,-71,6182.0,44757.0,4.0,-77.0,6188.0,27393.0,4.0,-81.0,6182.0,13394.0,4.0,-71.0,6182.0,40789.0,4.0,-81.0,,,,,6,47417
1.51e+12,121.2013413,31.29135827,6182,41235,4,-73,6182,44754,4,-71,6182.0,44757.0,4.0,-75.0,6188.0,27393.0,4.0,-81.0,6182.0,13394.0,4.0,-73.0,6182.0,40789.0,4.0,-81.0,,,,,6,47417
1.51e+12,121.2014241,31.29125687,6182,41235,4,-69,6182,44754,4,-73,6182.0,44757.0,4.0,-75.0,6188.0,27393.0,4.0,-83.0,6182.0,13394.0,4.0,-73.0,6182.0,40789.0,4.0,-79.0,,,,,6,47417
1.51e+12,121.2014992,31.29113367,6182,41235,4,-69,6182,44754,4,-73,6182.0,44757.0,4.0,-79.0,6182.0,13394.0,4.0,-71.0,6182.0,40789.0,4.0,-79.0,,,,,,,,,5,47417
1.51e+12,121.2015733,31.29104864,6182,41235,4,-67,6182,44754,4,-75,6182.0,44757.0,4.0,-79.0,6182.0,13394.0,4.0,-71.0,6182.0,40789.0,4.0,-77.0,,,,,,,,,5,47417
1.51e+12,121.2016678,31.29096066,6182,41235,4,-69,6182,44754,4,-75,6182.0,44757.0,4.0,-77.0,6182.0,13394.0,4.0,-71.0,6182.0,40789.0,4.0,-77.0,6188.0,27393.0,4.0,-83.0,,,,,6,47417
1.51e+12,121.2017411,31.29087093,6182,41235,4,-67,6182,44754,4,-75,6182.0,44757.0,4.0,-77.0,6182.0,13394.0,4.0,-71.0,6182.0,40789.0,4.0,-77.0,6188.0,27393.0,4.0,-85.0,,,,,6,47417
1.51e+12,121.2018088,31.29080248,6182,41235,4,-71,6182,44754,4,-75,6182.0,44757.0,4.0,-79.0,6182.0,13394.0,4.0,-73.0,6182.0,40789.0,4.0,-77.0,,,,,,,,,5,47417
1.51e+12,121.2018908,31.29070602,6182,41235,4,-71,6182,44754,4,-77,6182.0,44757.0,4.0,-79.0,6182.0,13394.0,4.0,-73.0,6182.0,40789.0,4.0,-73.0,,,,,,,,,5,47417
1.51e+12,121.2019686,31.29063169,6182,41235,4,-67,6182,44754,4,-77,6182.0,44757.0,4.0,-81.0,6182.0,13394.0,4.0,-73.0,6182.0,40789.0,4.0,-73.0,6188.0,27393.0,4.0,-85.0,,,,,6,47417
1.51e+12,121.2021014,31.29052187,6182,41235,4,-67,6182,44754,4,-79,6182.0,44757.0,4.0,-81.0,6182.0,13394.0,4.0,-73.0,6182.0,40789.0,4.0,-75.0,6188.0,27393.0,4.0,-87.0,,,,,6,47417
1.51e+12,121.2021258,31.2904912,6182,41235,4,-71,6182,44754,4,-79,6182.0,44757.0,4.0,-85.0,6182.0,13394.0,4.0,-69.0,6182.0,40789.0,4.0,-75.0,6188.0,27393.0,4.0,-87.0,,,,,6,47417
1.51e+12,121.2022564,31.29045035,6182,41235,4,-77,6182,44754,4,-79,6182.0,44757.0,4.0,-85.0,6182.0,13394.0,4.0,-69.0,6182.0,40789.0,4.0,-75.0,6188.0,27393.0,4.0,-87.0,,,,,6,47417
1.51e+12,121.2022848,31.29039761,6182,41235,4,-77,6182,44754,4,-79,6182.0,44757.0,4.0,-87.0,6182.0,13394.0,4.0,-71.0,6182.0,40789.0,4.0,-75.0,6188.0,27393.0,4.0,-87.0,0.0,-1.0,4.0,-85.0,7,47417
1.51e+12,121.2023546,31.29033175,6182,41235,4,-75,6182,44754,4,-79,6182.0,44757.0,4.0,-87.0,6182.0,13394.0,4.0,-71.0,6182.0,40789.0,4.0,-77.0,6188.0,27393.0,4.0,-87.0,0.0,-1.0,4.0,-85.0,7,47417
1.51e+12,121.202411,31.29022296,6182,41235,4,-77,6182,44754,4,-81,6182.0,44757.0,4.0,-87.0,6182.0,13394.0,4.0,-71.0,6182.0,40789.0,4.0,-77.0,0.0,-1.0,4.0,-87.0,,,,,6,47417
1.51e+12,121.202467,31.2901317,6182,41235,4,-79,6182,44754,4,-85,6182.0,44757.0,4.0,-89.0,6182.0,13394.0,4.0,-71.0,6182.0,40789.0,4.0,-79.0,0.0,-1.0,4.0,-87.0,,,,,6,47417
1.51e+12,121.2025448,31.29003574,6182,41235,4,-79,6182,44754,4,-85,6182.0,13394.0,4.0,-71.0,6182.0,40789.0,4.0,-79.0,0.0,-1.0,4.0,-89.0,6188.0,27393.0,4.0,-87.0,0.0,-1.0,4.0,-87.0,7,47417
1.51e+12,121.202687,31.28985021,6182,41235,4,-79,6182,44754,4,-85,6182.0,13394.0,4.0,-71.0,6182.0,40789.0,4.0,-81.0,0.0,-1.0,4.0,-89.0,6188.0,27393.0,4.0,-85.0,0.0,-1.0,4.0,-87.0,7,47417
1.51e+12,121.2027257,31.28982441,6182,41235,4,-77,6182,44754,4,-87,6182.0,13394.0,4.0,-71.0,6182.0,40789.0,4.0,-81.0,0.0,-1.0,4.0,-87.0,6188.0,27393.0,4.0,-85.0,,,,,6,47417
1.51e+12,121.2028166,31.28974332,6182,41235,4,-77,6182,44754,4,-89,6182.0,13394.0,4.0,-71.0,6182.0,40789.0,4.0,-83.0,0.0,-1.0,4.0,-87.0,6188.0,27393.0,4.0,-83.0,0.0,-1.0,4.0,-87.0,7,47417
1.51e+12,121.2029522,31.28964616,6182,41235,4,-79,6182,13394,4,-71,6182.0,40789.0,4.0,-83.0,0.0,-1.0,4.0,-89.0,6188.0,27393.0,4.0,-83.0,0.0,-1.0,4.0,-87.0,0.0,-1.0,4.0,-89.0,7,47417
1.51e+12,121.2030684,31.28974998,6182,41235,4,-79,6182,13394,4,-71,6182.0,40789.0,4.0,-85.0,0.0,-1.0,4.0,-89.0,6188.0,27393.0,4.0,-83.0,0.0,-1.0,4.0,-87.0,0.0,-1.0,4.0,-89.0,7,47417
1.51e+12,121.2031273,31.28961285,6182,41235,4,-79,6182,13394,4,-71,6182.0,40789.0,4.0,-85.0,6188.0,27393.0,4.0,-83.0,0.0,-1.0,4.0,-87.0,6182.0,44757.0,4.0,-85.0,,,,,6,47417
1.51e+12,121.2032334,31.28948861,6182,41235,4,-81,6182,13394,4,-71,6182.0,40789.0,4.0,-87.0,6188.0,27393.0,4.0,-81.0,0.0,-1.0,4.0,-87.0,,,,,,,,,5,47417
1.51e+12,121.2033194,31.28937517,6182,41235,4,-79,6182,13394,4,-71,6182.0,40789.0,4.0,-87.0,6188.0,27393.0,4.0,-81.0,0.0,-1.0,4.0,-87.0,0.0,-1.0,3.0,-91.0,,,,,6,47417
1.51e+12,121.2034366,31.28926899,6182,41235,4,-77,6182,13394,4,-71,6182.0,40789.0,4.0,-87.0,6188.0,27393.0,4.0,-81.0,6168.0,40025.0,4.0,-87.0,0.0,-1.0,3.0,-91.0,,,,,6,47417
1.51e+12,121.2035458,31.2891929,6182,41235,4,-73,6182,13394,4,-71,6182.0,40789.0,4.0,-87.0,6188.0,27393.0,4.0,-81.0,6168.0,40025.0,4.0,-87.0,6182.0,44754.0,4.0,-89.0,,,,,6,47417
1.51e+12,121.2036411,31.28911317,6182,41235,4,-73,6182,13394,4,-71,6182.0,40789.0,4.0,-87.0,6188.0,27393.0,4.0,-81.0,6168.0,40025.0,4.0,-87.0,6182.0,44754.0,4.0,-87.0,,,,,6,47417
1.51e+12,121.2037404,31.28903761,6182,41235,4,-75,6182,13394,4,-73,6182.0,40789.0,4.0,-87.0,6188.0,27393.0,4.0,-81.0,6168.0,40025.0,4.0,-87.0,6182.0,44754.0,4.0,-87.0,,,,,6,47417
1.51e+12,121.2038104,31.28897443,6182,41235,4,-77,6182,13394,4,-73,6182.0,40789.0,4.0,-87.0,6188.0,27393.0,4.0,-83.0,6168.0,40025.0,4.0,-87.0,6182.0,44754.0,4.0,-87.0,,,,,6,47417
1.51e+12,121.2039212,31.2888986,6182,41235,4,-77,6182,13394,4,-73,6182.0,40789.0,4.0,-87.0,6188.0,27393.0,4.0,-83.0,6168.0,40025.0,4.0,-85.0,6182.0,44754.0,4.0,-87.0,,,,,6,47417
1.51e+12,121.2040181,31.28882895,6182,41235,4,-75,6182,13394,4,-73,6182.0,40789.0,4.0,-89.0,6188.0,27393.0,4.0,-83.0,6168.0,40025.0,4.0,-85.0,6182.0,44754.0,4.0,-85.0,,,,,6,47417
1.51e+12,121.204104,31.28876208,6182,41235,4,-73,6182,13394,4,-73,6188.0,27393.0,4.0,-83.0,6168.0,40025.0,4.0,-87.0,6182.0,44754.0,4.0,-85.0,,,,,,,,,5,47417
1.51e+12,121.2041867,31.28871822,6182,41235,4,-75,6182,13394,4,-73,6188.0,27393.0,4.0,-83.0,6182.0,44754.0,4.0,-85.0,,,,,,,,,,,,,4,47417
1.51e+12,121.2042733,31.28866079,6182,41235,4,-77,6182,13394,4,-75,6188.0,27393.0,4.0,-83.0,6182.0,44754.0,4.0,-85.0,0.0,-1.0,4.0,-89.0,,,,,,,,,5,47417
1.51e+12,121.2043819,31.28860886,6182,41235,4,-75,6182,13394,4,-75,6188.0,27393.0,4.0,-83.0,6182.0,44754.0,4.0,-85.0,,,,,,,,,,,,,4,47417
1.51e+12,121.204455,31.28849388,6182,41235,4,-75,6182,13394,4,-75,6188.0,27393.0,4.0,-83.0,6182.0,44754.0,4.0,-85.0,,,,,,,,,,,,,4,47417
1.51e+12,121.2044987,31.28840453,6182,41235,4,-77,6182,13394,4,-75,6188.0,27393.0,4.0,-81.0,6182.0,44754.0,4.0,-85.0,,,,,,,,,,,,,4,47417
1.51e+12,121.2044961,31.28835125,6182,41235,4,-75,6182,13394,4,-77,6188.0,27393.0,4.0,-81.0,6182.0,44754.0,4.0,-85.0,6182.0,41233.0,4.0,-87.0,0.0,-1.0,4.0,-79.0,,,,,6,47417
1.51e+12,121.204439,31.28820859,6182,41235,4,-79,6182,13394,4,-77,0.0,-1.0,4.0,-79.0,6182.0,44754.0,4.0,-85.0,6182.0,41233.0,4.0,-87.0,6188.0,27378.0,4.0,-79.0,,,,,6,47417
1.51e+12,121.2043458,31.28812399,6182,41235,4,-79,6182,13394,4,-81,6188.0,27393.0,4.0,-79.0,6182.0,44754.0,4.0,-85.0,6182.0,41233.0,4.0,-85.0,6188.0,27378.0,4.0,-75.0,,,,,6,47417
1.51e+12,121.2042533,31.28805003,6182,41235,4,-79,6182,13394,4,-81,6188.0,27393.0,4.0,-77.0,6182.0,44754.0,4.0,-89.0,6182.0,41233.0,4.0,-85.0,6188.0,27378.0,4.0,-75.0,,,,,6,47417
1.51e+12,121.2041631,31.28799136,6182,41235,4,-81,6182,13394,4,-85,6188.0,27393.0,4.0,-77.0,6182.0,41233.0,4.0,-87.0,6188.0,27378.0,4.0,-71.0,,,,,,,,,5,47417
1.51e+12,121.2041047,31.28787963,6182,41235,4,-83,6182,13394,4,-85,6188.0,27393.0,4.0,-73.0,6182.0,41233.0,4.0,-87.0,6188.0,27378.0,4.0,-71.0,,,,,,,,,5,47417
1.51e+12,121.2041036,31.28778981,6182,41235,4,-83,6182,13394,4,-87,6188.0,27393.0,4.0,-73.0,6182.0,41233.0,4.0,-85.0,6188.0,27378.0,4.0,-67.0,,,,,,,,,5,47417
1.51e+12,121.2040882,31.28769632,6182,41235,4,-81,6182,13394,4,-87,6188.0,27393.0,4.0,-73.0,6182.0,41233.0,4.0,-85.0,6188.0,27378.0,4.0,-67.0,0.0,-1.0,4.0,-87.0,,,,,6,47417
1.51e+12,121.2040939,31.28756456,6188,27378,4,-67,6182,13394,4,-89,6188.0,27393.0,4.0,-73.0,6182.0,41233.0,4.0,-85.0,6188.0,27378.0,4.0,-65.0,0.0,-1.0,4.0,-87.0,,,,,6,33566
1.51e+12,121.2041114,31.28746292,6188,27378,4,-67,6188,27393,4,-73,0.0,-1.0,4.0,-87.0,6182.0,41235.0,4.0,-81.0,6182.0,13698.0,4.0,-85.0,,,,,,,,,5,33566
1.51e+12,121.2041512,31.28736875,6188,27378,4,-69,6188,27393,4,-73,0.0,-1.0,4.0,-87.0,6182.0,41235.0,4.0,-83.0,6182.0,13698.0,4.0,-85.0,,,,,,,,,5,33566
1.51e+12,121.2042018,31.28728918,6188,27378,4,-73,6188,27393,4,-73,6182.0,41235.0,4.0,-83.0,6182.0,13698.0,4.0,-87.0,0.0,-1.0,4.0,-67.0,,,,,,,,,5,33566
1.51e+12,121.2043012,31.2872058,6188,27378,4,-75,6188,27393,4,-77,6182.0,41235.0,4.0,-81.0,6182.0,13698.0,4.0,-87.0,0.0,-1.0,4.0,-69.0,,,,,,,,,5,33566
1.51e+12,121.2043856,31.28711138,6188,27378,4,-79,6188,27393,4,-77,6182.0,41235.0,4.0,-81.0,6182.0,13698.0,4.0,-85.0,6188.0,27379.0,4.0,-71.0,6188.0,27395.0,4.0,-67.0,0.0,-1.0,4.0,-89.0,7,33566
1.51e+12,121.2044677,31.28701104,6188,27378,4,-79,6188,27393,4,-79,6182.0,41235.0,4.0,-81.0,6182.0,13698.0,4.0,-85.0,6188.0,27379.0,4.0,-71.0,6188.0,27395.0,4.0,-67.0,,,,,6,33566
