MRTime,Longitude,Latitude,RNCID_1,CellID_1,SignalLevel_1,RSSI_1,RNCID_2,CellID_2,SignalLevel_2,RSSI_2,RNCID_3,CellID_3,SignalLevel_3,RSSI_3,RNCID_4,CellID_4,SignalLevel_4,RSSI_4,RNCID_5,CellID_5,SignalLevel_5,RSSI_5,RNCID_6,CellID_6,SignalLevel_6,RSSI_6,RNCID_7,CellID_7,SignalLevel_7,RSSI_7,邻接基站个数,id_combine
1.51e+12,121.2136895,31.2918418,6188,26051,4,-65,6188,27394,4,-75,6188.0,27377.0,4.0,-67.0,6188.0,27393.0,4.0,-77.0,6182.0,41155.0,4.0,-87.0,6188.0,26049.0,4.0,-83.0,6182.0,44754.0,4.0,-87.0,7,32239
1.51e+12,121.2136839,31.29184524,6188,26051,4,-63,6188,27394,4,-79,6188.0,27377.0,4.0,-67.0,6188.0,27393.0,4.0,-81.0,6182.0,41155.0,3.0,-91.0,6188.0,26049.0,4.0,-85.0,6182.0,41139.0,3.0,-91.0,7,32239
1.51e+12,121.2136839,31.29184524,6188,26051,4,-61,6188,27394,4,-81,6188.0,27377.0,4.0,-71.0,6188.0,27393.0,4.0,-85.0,6182.0,41155.0,3.0,-93.0,6188.0,26049.0,3.0,-91.0,,,,,6,32239
1.51e+12,121.2136839,31.29184524,6188,26051,4,-57,6188,27394,4,-79,6188.0,27377.0,4.0,-71.0,6188.0,27393.0,4.0,-79.0,6182.0,41155.0,3.0,-93.0,6188.0,26049.0,3.0,-91.0,6182.0,44754.0,3.0,-91.0,7,32239
1.51e+12,121.2136839,31.29184524,6188,26050,4,-77,6188,27394,4,-83,6182.0,41139.0,4.0,-83.0,6188.0,26049.0,4.0,-81.0,6188.0,27378.0,3.0,-91.0,6188.0,27377.0,4.0,-89.0,6188.0,26051.0,4.0,-77.0,7,32238
1.51e+12,121.2136102,31.28926598,6188,26050,4,-79,6188,27394,4,-83,6182.0,41139.0,4.0,-83.0,6188.0,26049.0,4.0,-81.0,6188.0,27378.0,3.0,-91.0,6188.0,27377.0,4.0,-87.0,6188.0,26051.0,4.0,-77.0,7,32238
1.51e+12,121.2135751,31.28922812,6188,26051,4,-75,6188,27394,4,-81,6182.0,41139.0,4.0,-83.0,6188.0,26049.0,4.0,-83.0,6188.0,27378.0,3.0,-91.0,6188.0,27377.0,4.0,-87.0,,,,,6,32239
1.51e+12,121.2135826,31.28926254,6188,26051,4,-75,6188,27394,4,-81,6182.0,41139.0,4.0,-83.0,6188.0,26049.0,4.0,-83.0,6188.0,27378.0,3.0,-91.0,6188.0,27377.0,4.0,-87.0,6188.0,26050.0,4.0,-79.0,7,32239
1.51e+12,121.213605,31.28928476,6188,26051,4,-73,6188,27394,4,-83,6182.0,41139.0,4.0,-81.0,6188.0,26049.0,4.0,-81.0,6188.0,27378.0,3.0,-91.0,6188.0,27377.0,4.0,-85.0,6188.0,26050.0,4.0,-79.0,7,32239
1.51e+12,121.2135956,31.28928753,6188,26051,4,-73,6188,27394,4,-83,6182.0,41139.0,4.0,-81.0,6188.0,26049.0,4.0,-81.0,6188.0,27378.0,4.0,-89.0,6188.0,27377.0,4.0,-83.0,6188.0,26050.0,4.0,-79.0,7,32239
1.51e+12,121.213622,31.28930046,6188,26051,4,-63,6188,27394,4,-81,6182.0,41139.0,4.0,-81.0,6188.0,26049.0,4.0,-81.0,6188.0,27378.0,4.0,-89.0,6188.0,27377.0,4.0,-83.0,6188.0,26050.0,4.0,-77.0,7,32239
1.51e+12,121.2136259,31.28930881,6188,26051,4,-61,6188,27394,4,-79,6182.0,41139.0,4.0,-79.0,6188.0,26049.0,4.0,-79.0,6188.0,27378.0,4.0,-85.0,6188.0,27377.0,4.0,-79.0,6188.0,26050.0,4.0,-77.0,7,32239
1.51e+12,121.2136234,31.28930383,6188,26051,4,-65,6188,27394,4,-79,6182.0,41139.0,4.0,-77.0,6188.0,26049.0,4.0,-79.0,6188.0,27378.0,4.0,-83.0,6188.0,27377.0,4.0,-77.0,6188.0,26050.0,4.0,-73.0,7,32239
1.51e+12,121.2136334,31.2893021,6188,26051,4,-69,6188,27394,4,-73,6182.0,41139.0,4.0,-73.0,6188.0,26049.0,4.0,-79.0,6188.0,27378.0,4.0,-81.0,6188.0,27377.0,4.0,-77.0,6188.0,26050.0,4.0,-73.0,7,32239
1.51e+12,121.2136328,31.28929923,6188,26051,4,-75,6188,27394,4,-71,6182.0,41139.0,4.0,-73.0,6188.0,26049.0,4.0,-79.0,6188.0,27378.0,4.0,-81.0,6188.0,27377.0,4.0,-73.0,6188.0,26050.0,4.0,-73.0,7,32239
1.51e+12,121.2137215,31.28933611,6188,26051,4,-73,6188,27394,4,-67,6182.0,41139.0,4.0,-73.0,6188.0,26049.0,4.0,-79.0,6188.0,27377.0,4.0,-73.0,6188.0,26050.0,4.0,-73.0,,,,,6,32239
1.51e+12,121.2138374,31.28936769,6188,26051,4,-65,6182,41139,4,-73,6188.0,26049.0,4.0,-81.0,6188.0,27377.0,4.0,-71.0,6188.0,26050.0,4.0,-73.0,0.0,-1.0,4.0,-67.0,,,,,6,32239
1.51e+12,121.2139809,31.2893627,6188,26051,4,-63,6182,41139,4,-73,6188.0,26049.0,4.0,-81.0,6188.0,27377.0,4.0,-71.0,6188.0,26050.0,4.0,-75.0,0.0,-1.0,4.0,-65.0,,,,,6,32239
1.51e+12,121.2141212,31.28938831,6188,26051,4,-65,6182,41139,4,-73,6188.0,26049.0,4.0,-83.0,6188.0,27377.0,4.0,-75.0,6188.0,26050.0,4.0,-75.0,0.0,-1.0,4.0,-65.0,,,,,6,32239
1.51e+12,121.2142422,31.28939588,6188,26051,4,-63,6182,41139,4,-73,6188.0,26049.0,4.0,-83.0,6188.0,27377.0,4.0,-75.0,6188.0,26050.0,4.0,-77.0,0.0,-1.0,4.0,-65.0,,,,,6,32239
1.51e+12,121.2144077,31.28936882,6188,26051,4,-65,6182,41139,4,-73,6188.0,26049.0,4.0,-83.0,6188.0,27377.0,4.0,-75.0,6188.0,26050.0,4.0,-77.0,0.0,-1.0,4.0,-67.0,,,,,6,32239
1.51e+12,121.214537,31.28940984,6188,26051,4,-63,6182,41139,4,-77,6188.0,26049.0,4.0,-81.0,6188.0,27377.0,4.0,-79.0,6188.0,26050.0,4.0,-77.0,0.0,-1.0,4.0,-67.0,,,,,6,32239
1.51e+12,121.2146543,31.28944871,6188,26051,4,-61,6182,41139,4,-79,6188.0,26049.0,4.0,-81.0,6188.0,27377.0,4.0,-79.0,6188.0,26050.0,4.0,-79.0,0.0,-1.0,4.0,-67.0,,,,,6,32239
1.51e+12,121.2147746,31.28949457,6188,26051,4,-65,6182,41139,4,-79,6188.0,26049.0,4.0,-81.0,6188.0,27377.0,4.0,-79.0,6188.0,26050.0,4.0,-81.0,0.0,-1.0,4.0,-67.0,,,,,6,32239
1.51e+12,121.2148617,31.28952737,6188,26051,4,-61,6182,41139,4,-79,6188.0,26049.0,4.0,-83.0,6188.0,27377.0,4.0,-79.0,6188.0,26050.0,4.0,-81.0,0.0,-1.0,4.0,-69.0,,,,,6,32239
1.51e+12,121.2149845,31.28955287,6188,26051,4,-61,6182,41139,4,-81,6188.0,26049.0,4.0,-81.0,6188.0,27377.0,4.0,-75.0,6188.0,26050.0,4.0,-81.0,0.0,-1.0,4.0,-69.0,6188.0,27378.0,4.0,-79.0,7,32239
1.51e+12,121.215136,31.28952424,6188,26051,4,-57,6182,41139,4,-81,6188.0,26049.0,4.0,-81.0,6188.0,27377.0,4.0,-75.0,6188.0,26050.0,4.0,-81.0,0.0,-1.0,4.0,-67.0,6188.0,27378.0,4.0,-79.0,7,32239
1.51e+12,121.2152218,31.2895233,6188,26051,4,-57,6182,41139,4,-79,6188.0,26049.0,4.0,-81.0,6188.0,27377.0,4.0,-73.0,6188.0,26050.0,4.0,-81.0,0.0,-1.0,4.0,-67.0,6188.0,27378.0,4.0,-79.0,7,32239
1.51e+12,121.2153363,31.28954616,6188,26051,4,-59,6182,41139,4,-77,6188.0,26049.0,4.0,-85.0,6188.0,27377.0,4.0,-71.0,6188.0,26050.0,4.0,-83.0,0.0,-1.0,4.0,-67.0,6188.0,27378.0,4.0,-77.0,7,32239
1.51e+12,121.2153363,31.28954616,6188,26051,4,-67,6182,41139,4,-77,6188.0,27377.0,4.0,-71.0,6188.0,26050.0,4.0,-83.0,0.0,-1.0,4.0,-65.0,6188.0,27378.0,4.0,-77.0,0.0,-1.0,4.0,-87.0,7,32239
1.51e+12,121.2158051,31.28950141,6188,20865,3,-95,6182,13698,3,-93,6188.0,27394.0,3.0,-95.0,6188.0,26051.0,3.0,-95.0,6188.0,27361.0,4.0,-83.0,6182.0,41139.0,4.0,-85.0,6188.0,27378.0,3.0,-93.0,7,27053
1.51e+12,121.2158051,31.28950141,6188,20865,3,-93,6182,13698,3,-95,6188.0,27394.0,3.0,-95.0,6188.0,26051.0,3.0,-97.0,6188.0,27361.0,4.0,-85.0,6182.0,41139.0,4.0,-87.0,6188.0,27378.0,3.0,-91.0,7,27053
1.51e+12,121.2158051,31.28950141,6188,20865,3,-91,6182,13698,3,-95,6188.0,27394.0,3.0,-95.0,6188.0,26051.0,3.0,-97.0,6188.0,27361.0,4.0,-85.0,6182.0,41139.0,4.0,-87.0,6188.0,27378.0,3.0,-91.0,7,27053
1.51e+12,121.2158051,31.28950141,6188,20865,4,-87,6182,13698,3,-95,6188.0,27394.0,3.0,-95.0,6188.0,27361.0,4.0,-85.0,6182.0,41139.0,4.0,-87.0,6188.0,27378.0,4.0,-89.0,,,,,6,27053
1.51e+12,121.2158051,31.28950141,6188,20865,4,-87,6182,13698,3,-95,6188.0,27394.0,3.0,-97.0,6188.0,27361.0,4.0,-85.0,6182.0,41139.0,4.0,-87.0,6188.0,27378.0,4.0,-89.0,6182.0,41594.0,3.0,-95.0,7,27053
1.51e+12,121.2158051,31.28950141,6188,20865,4,-87,6182,13698,3,-93,6188.0,27361.0,4.0,-87.0,6182.0,41139.0,4.0,-87.0,6188.0,27378.0,4.0,-89.0,6182.0,41594.0,3.0,-93.0,0.0,-1.0,3.0,-97.0,7,27053
1.51e+12,121.2158051,31.28950141,6188,20865,4,-85,6182,13698,3,-93,6188.0,27361.0,4.0,-87.0,6182.0,41139.0,4.0,-87.0,6188.0,27378.0,4.0,-89.0,6182.0,41594.0,3.0,-93.0,,,,,6,27053
1.51e+12,121.2158051,31.28950141,6188,20865,4,-87,6182,13698,3,-93,6188.0,27361.0,4.0,-89.0,6182.0,41139.0,4.0,-89.0,6188.0,27378.0,3.0,-91.0,6182.0,41594.0,3.0,-91.0,0.0,-1.0,3.0,-97.0,7,27053
1.51e+12,121.2158051,31.28950141,6188,20865,4,-87,6182,13698,3,-93,6188.0,27361.0,4.0,-89.0,6182.0,41139.0,4.0,-89.0,6188.0,27378.0,3.0,-91.0,6182.0,41594.0,3.0,-91.0,6188.0,25105.0,3.0,-93.0,7,27053
1.51e+12,121.2158051,31.28950141,6188,20865,4,-85,6182,13698,4,-89,6188.0,27361.0,4.0,-85.0,6182.0,41139.0,4.0,-89.0,6188.0,27378.0,4.0,-87.0,6182.0,41594.0,4.0,-87.0,6188.0,25105.0,3.0,-93.0,7,27053
1.51e+12,121.2158051,31.28950141,6188,20865,4,-85,6182,13698,4,-89,6188.0,27361.0,4.0,-85.0,6182.0,41139.0,4.0,-89.0,6188.0,27378.0,4.0,-87.0,6182.0,41594.0,4.0,-85.0,6188.0,25105.0,3.0,-91.0,7,27053
1.51e+12,121.2158051,31.28950141,6188,20865,4,-87,6182,13698,3,-91,6188.0,27361.0,4.0,-87.0,6182.0,41139.0,4.0,-87.0,6188.0,27378.0,4.0,-87.0,6182.0,41594.0,4.0,-85.0,6188.0,25105.0,3.0,-91.0,7,27053
1.51e+12,121.2158051,31.28950141,6188,20865,4,-89,6182,13698,3,-91,6188.0,27361.0,4.0,-87.0,6182.0,41139.0,4.0,-87.0,6188.0,27378.0,4.0,-87.0,6182.0,41594.0,4.0,-85.0,6188.0,25105.0,3.0,-91.0,7,27053
1.51e+12,121.2158051,31.28950141,6188,20865,3,-91,6188,27361,4,-87,6182.0,41139.0,4.0,-87.0,6188.0,27378.0,4.0,-87.0,6182.0,41594.0,4.0,-87.0,6188.0,25105.0,3.0,-91.0,6188.0,27395.0,3.0,-93.0,7,27053
1.51e+12,121.2158051,31.28950141,6188,20865,3,-91,6188,27361,4,-89,6182.0,41139.0,4.0,-87.0,6188.0,27378.0,4.0,-87.0,6182.0,41594.0,4.0,-89.0,6188.0,25105.0,3.0,-91.0,6188.0,27394.0,3.0,-93.0,7,27053
1.51e+12,121.2158051,31.28950141,6188,25105,3,-91,6188,27361,4,-89,6182.0,41139.0,4.0,-87.0,6188.0,27378.0,4.0,-87.0,6182.0,41594.0,4.0,-89.0,6188.0,25105.0,3.0,-91.0,6188.0,27394.0,3.0,-93.0,7,31293
1.51e+12,121.2158051,31.28950141,6188,25105,4,-83,6182,41139,4,-87,6188.0,27378.0,4.0,-87.0,6188.0,27394.0,3.0,-93.0,6188.0,20865.0,3.0,-91.0,0.0,-1.0,3.0,-93.0,,,,,6,31293
1.51e+12,121.2158051,31.28950141,6188,25105,4,-83,6182,41139,4,-85,6188.0,27378.0,4.0,-87.0,6188.0,27394.0,3.0,-93.0,0.0,-1.0,3.0,-93.0,,,,,,,,,5,31293
1.51e+12,121.2093179,31.2843806,6188,25105,4,-83,6182,41139,4,-83,6188.0,27378.0,4.0,-87.0,6188.0,27394.0,3.0,-93.0,0.0,-1.0,3.0,-91.0,,,,,,,,,5,31293
1.51e+12,121.2093178,31.28433619,6188,25105,4,-83,6182,41139,4,-83,6188.0,27378.0,4.0,-87.0,6188.0,27394.0,4.0,-89.0,0.0,-1.0,3.0,-91.0,,,,,,,,,5,31293
1.51e+12,121.2092819,31.28430747,6188,25105,4,-85,6182,41139,4,-81,6188.0,27378.0,4.0,-83.0,6188.0,27394.0,4.0,-89.0,,,,,,,,,,,,,4,31293
1.51e+12,121.2092148,31.28430609,6188,25105,4,-87,6182,41139,4,-81,6188.0,27378.0,4.0,-83.0,6188.0,27394.0,4.0,-83.0,0.0,-1.0,4.0,-89.0,,,,,,,,,5,31293
1.51e+12,121.209168,31.28424647,6188,25105,4,-89,6182,41139,4,-81,6188.0,27378.0,4.0,-77.0,6188.0,27394.0,4.0,-83.0,0.0,-1.0,4.0,-85.0,,,,,,,,,5,31293
1.51e+12,121.2091038,31.28417274,6188,25105,3,-91,6182,41139,4,-79,6188.0,27378.0,4.0,-77.0,6188.0,27394.0,4.0,-77.0,0.0,-1.0,4.0,-85.0,,,,,,,,,5,31293
1.51e+12,121.2090618,31.28409733,6188,27378,3,-93,6182,41139,4,-81,6188.0,27378.0,4.0,-71.0,6188.0,27394.0,4.0,-77.0,0.0,-1.0,4.0,-83.0,,,,,,,,,5,33566
1.51e+12,121.2089638,31.28389679,6188,27378,4,-69,6182,41139,4,-81,6188.0,27395.0,4.0,-81.0,0.0,-1.0,4.0,-87.0,,,,,,,,,,,,,4,33566
1.51e+12,121.2089338,31.28381354,6188,27378,4,-67,6182,41139,4,-85,6188.0,27395.0,4.0,-81.0,0.0,-1.0,4.0,-87.0,6188.0,27394.0,4.0,-77.0,,,,,,,,,5,33566
1.51e+12,121.208975,31.28374804,6188,27378,4,-63,6182,41139,4,-85,6188.0,27395.0,4.0,-81.0,0.0,-1.0,4.0,-87.0,6188.0,27394.0,4.0,-75.0,6182.0,13698.0,4.0,-79.0,0.0,-1.0,4.0,-87.0,7,33566
1.51e+12,121.20904,31.2836782,6188,27378,4,-59,6182,41139,4,-85,6188.0,27395.0,4.0,-81.0,0.0,-1.0,4.0,-85.0,6188.0,27394.0,4.0,-75.0,6182.0,13698.0,4.0,-81.0,0.0,-1.0,4.0,-87.0,7,33566
1.51e+12,121.2092786,31.28355925,6188,27378,4,-57,6182,41139,4,-85,6188.0,27395.0,4.0,-77.0,0.0,-1.0,4.0,-85.0,6188.0,27394.0,4.0,-73.0,6182.0,13698.0,4.0,-81.0,6188.0,27379.0,4.0,-85.0,7,33566
1.51e+12,121.2092786,31.28355925,6188,27378,4,-55,6188,27395,4,-77,0.0,-1.0,4.0,-85.0,6188.0,27394.0,4.0,-73.0,6182.0,13698.0,4.0,-81.0,6188.0,27379.0,4.0,-85.0,,,,,6,33566
1.51e+12,121.2093509,31.28345593,6188,27378,4,-55,6188,27395,4,-77,0.0,-1.0,4.0,-85.0,6188.0,27394.0,4.0,-73.0,6182.0,13698.0,4.0,-81.0,6188.0,27379.0,4.0,-85.0,,,,,6,33566
1.51e+12,121.2093509,31.28345593,6188,27378,4,-55,6188,27395,4,-75,0.0,-1.0,4.0,-85.0,6188.0,27394.0,4.0,-69.0,6182.0,13698.0,4.0,-81.0,6188.0,27379.0,4.0,-85.0,,,,,6,33566
1.51e+12,121.2093982,31.28340438,6188,27378,4,-55,6188,27395,4,-75,0.0,-1.0,4.0,-85.0,6188.0,27394.0,4.0,-69.0,6182.0,13698.0,4.0,-81.0,6188.0,27379.0,4.0,-85.0,,,,,6,33566
1.51e+12,121.2093982,31.28340438,6188,27378,4,-59,6188,27395,4,-75,0.0,-1.0,4.0,-85.0,6188.0,27394.0,4.0,-69.0,6182.0,13698.0,4.0,-81.0,6188.0,27379.0,4.0,-85.0,,,,,6,33566
1.51e+12,121.2094945,31.28331896,6188,27378,4,-59,6188,27395,4,-75,0.0,-1.0,4.0,-85.0,6188.0,27394.0,4.0,-69.0,6182.0,13698.0,4.0,-81.0,6188.0,27379.0,4.0,-85.0,,,,,6,33566
1.51e+12,121.2094945,31.28331896,6188,27378,4,-65,6188,27395,4,-73,0.0,-1.0,4.0,-85.0,6188.0,27394.0,4.0,-69.0,6182.0,13698.0,4.0,-81.0,6188.0,27379.0,4.0,-85.0,,,,,6,33566
1.51e+12,121.2096235,31.28322493,6188,27378,4,-65,6188,27395,4,-73,0.0,-1.0,4.0,-85.0,6188.0,27394.0,4.0,-69.0,6182.0,13698.0,4.0,-81.0,6188.0,27379.0,4.0,-85.0,,,,,6,33566
1.51e+12,121.2096235,31.28322493,6188,27378,4,-71,6188,27395,4,-73,0.0,-1.0,4.0,-85.0,6188.0,27394.0,4.0,-69.0,6182.0,13698.0,4.0,-83.0,6188.0,27379.0,4.0,-85.0,0.0,-1.0,4.0,-85.0,7,33566
1.51e+12,121.20973,31.2831575,6188,27378,4,-71,6188,27395,4,-73,0.0,-1.0,4.0,-85.0,6188.0,27394.0,4.0,-69.0,6182.0,13698.0,4.0,-83.0,6188.0,27379.0,4.0,-85.0,0.0,-1.0,4.0,-85.0,7,33566
1.51e+12,121.20973,31.2831575,6188,27378,4,-75,6188,27395,4,-75,0.0,-1.0,4.0,-85.0,6188.0,27394.0,4.0,-71.0,6182.0,13698.0,4.0,-83.0,6188.0,27379.0,4.0,-87.0,0.0,-1.0,4.0,-85.0,7,33566
1.51e+12,121.209801,31.2830699,6188,27378,4,-75,6188,27395,4,-75,0.0,-1.0,4.0,-85.0,6188.0,27394.0,4.0,-71.0,6182.0,13698.0,4.0,-83.0,6188.0,27379.0,4.0,-87.0,0.0,-1.0,4.0,-85.0,7,33566
1.51e+12,121.209801,31.2830699,6188,27378,4,-77,6188,27395,4,-75,0.0,-1.0,4.0,-85.0,6188.0,27394.0,4.0,-71.0,6182.0,13698.0,4.0,-85.0,0.0,-1.0,4.0,-85.0,,,,,6,33566
1.51e+12,121.2098647,31.28299994,6188,27378,4,-77,6188,27395,4,-75,0.0,-1.0,4.0,-85.0,6188.0,27394.0,4.0,-71.0,6182.0,13698.0,4.0,-85.0,0.0,-1.0,4.0,-85.0,,,,,6,33566
1.51e+12,121.2098647,31.28299994,6188,27378,4,-77,6188,27395,4,-75,0.0,-1.0,4.0,-85.0,6188.0,27394.0,4.0,-71.0,6182.0,13698.0,4.0,-85.0,0.0,-1.0,4.0,-87.0,0.0,-1.0,4.0,-83.0,7,33566
1.51e+12,121.2099741,31.28293289,6188,27378,4,-77,6188,27395,4,-75,0.0,-1.0,4.0,-85.0,6188.0,27394.0,4.0,-71.0,6182.0,13698.0,4.0,-85.0,0.0,-1.0,4.0,-87.0,0.0,-1.0,4.0,-83.0,7,33566
1.51e+12,121.2100531,31.2828718,6188,27378,4,-77,6188,27395,4,-75,0.0,-1.0,4.0,-85.0,6188.0,27394.0,4.0,-71.0,6182.0,13698.0,4.0,-85.0,0.0,-1.0,4.0,-87.0,0.0,-1.0,4.0,-83.0,7,33566
1.51e+12,121.2100531,31.2828718,6188,27395,4,-87,6188,27394,4,-75,0.0,-1.0,4.0,-87.0,,,,,,,,,,,,,,,,,3,33583
1.51e+12,121.2101676,31.28278943,6188,27395,4,-87,6188,27394,4,-75,0.0,-1.0,4.0,-87.0,,,,,,,,,,,,,,,,,3,33583
1.51e+12,121.2101676,31.28278943,6188,27395,4,-87,6188,27394,4,-79,,,,,,,,,,,,,,,,,,,,,2,33583
1.51e+12,121.210263,31.28272468,6188,27395,4,-87,6188,27394,4,-79,,,,,,,,,,,,,,,,,,,,,2,33583
1.51e+12,121.210263,31.28272468,6188,27395,4,-89,6188,27394,4,-79,0.0,-1.0,4.0,-75.0,0.0,-1.0,4.0,-89.0,,,,,,,,,,,,,4,33583
1.51e+12,121.2103622,31.28266179,6188,27395,4,-89,6188,27394,4,-79,0.0,-1.0,4.0,-75.0,0.0,-1.0,4.0,-89.0,,,,,,,,,,,,,4,33583
1.51e+12,121.2103622,31.28266179,6188,27395,3,-91,6188,27394,4,-83,6188.0,27378.0,4.0,-75.0,0.0,-1.0,4.0,-89.0,,,,,,,,,,,,,4,33583
1.51e+12,121.2104627,31.28259424,6188,27395,3,-91,6188,27394,4,-83,6188.0,27378.0,4.0,-75.0,0.0,-1.0,4.0,-89.0,,,,,,,,,,,,,4,33583
1.51e+12,121.2104627,31.28259424,6188,27395,3,-91,6188,27394,4,-83,6188.0,27378.0,4.0,-75.0,6188.0,26051.0,4.0,-87.0,0.0,-1.0,4.0,-89.0,,,,,,,,,5,33583
1.51e+12,121.2105643,31.28253585,6188,27395,3,-91,6188,27394,4,-83,6188.0,27378.0,4.0,-75.0,6188.0,26051.0,4.0,-87.0,0.0,-1.0,4.0,-89.0,,,,,,,,,5,33583
1.51e+12,121.2105643,31.28253585,6188,27395,3,-91,6188,27394,4,-85,6188.0,27378.0,4.0,-75.0,6188.0,26051.0,4.0,-87.0,0.0,-1.0,4.0,-89.0,,,,,,,,,5,33583
1.51e+12,121.2106572,31.282463,6188,27395,3,-91,6188,27394,4,-85,6188.0,27378.0,4.0,-75.0,6188.0,26051.0,4.0,-87.0,0.0,-1.0,4.0,-89.0,,,,,,,,,5,33583
1.51e+12,121.2106572,31.282463,6188,27378,4,-77,6188,26051,4,-87,0.0,-1.0,4.0,-89.0,0.0,-1.0,3.0,-91.0,0.0,-1.0,4.0,-89.0,,,,,,,,,5,33566
1.51e+12,121.2107368,31.28240378,6188,27378,4,-77,6188,26051,4,-87,0.0,-1.0,4.0,-89.0,0.0,-1.0,3.0,-91.0,0.0,-1.0,4.0,-89.0,,,,,,,,,5,33566
1.51e+12,121.2107368,31.28240378,6188,27378,4,-73,6188,26051,4,-87,6188.0,25763.0,4.0,-89.0,0.0,-1.0,4.0,-89.0,6182.0,13698.0,4.0,-89.0,0.0,-1.0,4.0,-89.0,,,,,6,33566
1.51e+12,121.2109149,31.28231145,6188,27378,4,-73,6188,26051,4,-87,6188.0,25763.0,4.0,-89.0,0.0,-1.0,4.0,-89.0,6182.0,13698.0,4.0,-89.0,0.0,-1.0,4.0,-89.0,,,,,6,33566
1.51e+12,121.2109149,31.28231145,6188,27378,4,-69,6188,26051,4,-85,0.0,-1.0,4.0,-89.0,6188.0,27394.0,4.0,-87.0,,,,,,,,,,,,,4,33566
1.51e+12,121.2109899,31.28225603,6188,27378,4,-69,6188,26051,4,-85,0.0,-1.0,4.0,-89.0,6188.0,27394.0,4.0,-87.0,,,,,,,,,,,,,4,33566
